gene,ensembl_id,tissue_breadth,max_tpm,median_tpm_all
EPHA4,ENSG00000116106,50,30.2048,7.4530449999999995
RP11-408A13.4,ENSG00000272871,50,46.6382,4.26858
ADM5,ENSG00000224420,50,14.6206,4.194215
PROCA1,ENSG00000167525,50,246.473,2.402435
KCNIP3,ENSG00000115041,50,38.4002,8.175754999999999
FLT4,ENSG00000037280,50,64.0465,6.18286
C8ORF37,ENSG00000156172,50,7.00409,2.2905800000000003
ARHGAP42,ENSG00000165895,50,13.0797,2.259805
ZNF599,ENSG00000153896,50,9.4476,2.576125
LYVE1,ENSG00000133800,50,132.934,10.17217
FAM65B,ENSG00000111913,50,168.521,5.064395
LRP5L,ENSG00000100068,50,25.535,5.792305000000001
ZNF521,ENSG00000198795,50,104.853,5.784255
CCDC88C,ENSG00000015133,50,36.2767,3.98569
FAR2,ENSG00000064763,50,12.088,3.364085
RPL5P4,ENSG00000229994,50,12.1625,3.98517
GATA2,ENSG00000179348,50,86.0895,6.877924999999999
RARB,ENSG00000077092,50,24.3482,5.91107
COL4A5,ENSG00000188153,50,165.689,8.871055
GPIHBP1,ENSG00000277494,50,86.6606,7.8054749999999995
TCEAL7,ENSG00000182916,50,156.746,15.02125
BBS12,ENSG00000181004,50,12.6564,3.204005
SLF1,ENSG00000133302,50,14.3167,2.01712
ZNF618,ENSG00000157657,50,17.6229,3.7569850000000002
FHL2,ENSG00000115641,50,246.582,16.57705
RP11-332H14.2,ENSG00000272994,50,8.90114,2.2251700000000003
RP11-339B21.13,ENSG00000272696,50,8.56847,2.32113
LINC01503,ENSG00000233901,50,31.7919,3.77462
DENND1B,ENSG00000213047,50,6.27968,2.3262
RASL12,ENSG00000103710,50,474.842,15.808
MNS1,ENSG00000138587,50,105.949,2.36907
WHAMMP3,ENSG00000276141,50,7.26153,2.37691
HSPB2,ENSG00000170276,50,49.8275,8.746375
WHRN,ENSG00000095397,50,100.967,10.095165000000001
GGACT,ENSG00000134864,50,7.37135,2.09742
PTPN13,ENSG00000163629,50,54.2262,9.052235
ALDH1L1,ENSG00000144908,50,85.9368,14.8811
ETNK2,ENSG00000143845,50,148.726,5.620835
DMKN,ENSG00000161249,50,2071.68,6.810815
TTC39B,ENSG00000155158,50,15.3548,4.447915
PTCH1,ENSG00000185920,50,35.1468,4.5416
ARHGEF26,ENSG00000114790,50,71.8725,10.42985
RP11-762H8.2,ENSG00000259562,50,7.57192,3.73692
XYLT1,ENSG00000103489,50,28.8829,6.149455
PAMR1,ENSG00000149090,50,82.3905,9.342410000000001
SLC1A1,ENSG00000106688,50,33.4322,6.12473
BEX5,ENSG00000184515,50,141.74,6.682645
PCDH12,ENSG00000113555,50,25.8956,3.49282
MYL3,ENSG00000160808,50,3733.53,3.936485
CD200,ENSG00000091972,50,64.5176,15.3994
CRYBG3,ENSG00000080200,50,17.882,5.888175
CYP4X1,ENSG00000186377,50,54.4343,6.79673
CCL2,ENSG00000108691,50,104.862,12.5504
RP11-298I3.6,ENSG00000279656,50,6.49566,2.50181
RP11-848P1.9,ENSG00000266865,50,6.98765,1.874025
ZKSCAN7,ENSG00000196345,50,7.97209,2.4491500000000004
EVI2A,ENSG00000126860,50,158.515,4.568235
SYBU,ENSG00000147642,50,93.5519,11.595600000000001
CTB-129O4.1,ENSG00000248367,50,20.595,3.098415
MKLN1-AS,ENSG00000236753,50,5.88764,2.01086
HAVCR2,ENSG00000135077,50,25.8989,3.0912699999999997
PGM5,ENSG00000154330,50,373.166,16.9777
PRKD1,ENSG00000184304,50,45.7774,6.01142
DENND2A,ENSG00000146966,50,55.1305,12.15005
CFAP44,ENSG00000206530,50,16.1586,4.147175
CAND2,ENSG00000144712,50,88.4161,5.71786
FAM86C1,ENSG00000158483,50,5.81611,2.56627
PXYLP1,ENSG00000155893,50,8.53305,2.13209
ERN1,ENSG00000178607,50,34.6991,7.346095
MAMSTR,ENSG00000176909,50,32.2137,2.641585
ARID3A,ENSG00000116017,50,44.1583,3.519025
SMAD6,ENSG00000137834,50,33.9657,3.28285
ZNF790-AS1,ENSG00000267254,50,9.44582,3.26818
CCDC8,ENSG00000169515,50,58.9938,6.54919
SLA,ENSG00000155926,50,127.432,3.9109300000000005
SPATA6,ENSG00000132122,50,76.9588,5.574199999999999
FOLR2,ENSG00000165457,50,68.7668,6.390155
VPS37D,ENSG00000176428,50,16.9362,4.61364
BEX1,ENSG00000133169,50,683.025,7.7866550000000005
SPIN4,ENSG00000186767,50,8.9141,3.089765
SLC24A1,ENSG00000074621,50,9.42206,3.16566
EMCN,ENSG00000164035,50,41.4228,5.41799
XXBAC-BPG181B23.7,ENSG00000272221,50,12.2672,4.049655
CEP72,ENSG00000112877,50,17.1559,2.288715
RP11-667K14.3,ENSG00000263050,50,34.1908,2.799175
TAF4B,ENSG00000141384,50,16.8822,3.10891
PLEKHB1,ENSG00000021300,50,1668.97,8.339220000000001
RP11-216B9.9,ENSG00000280758,50,11.5624,3.04019
TM4SF18,ENSG00000163762,50,28.7912,3.36157
TSPAN18,ENSG00000157570,50,88.9234,10.52135
CTC-325H20.4,ENSG00000267510,50,9.688,3.7172650000000003
SH3D21,ENSG00000214193,50,65.9112,4.197984999999999
AMIGO2,ENSG00000139211,50,112.602,5.59469
RP11-809N8.5,ENSG00000256148,50,5.53499,2.150865
GTF2IRD2,ENSG00000196275,50,9.79511,2.6723
MROH8,ENSG00000101353,50,32.0262,1.98327
PCED1B,ENSG00000179715,50,42.1556,4.3571349999999995
ARL6,ENSG00000113966,50,8.89467,3.879595
RP11-1246C19.1,ENSG00000273230,50,18.2015,2.816845
MAL,ENSG00000172005,50,2397.93,20.08005
RAB36,ENSG00000100228,50,30.7793,4.75808
RP11-477I4.4,ENSG00000279140,50,10.8642,3.2568900000000003
CTD-2349P21.9,ENSG00000266490,50,15.3298,3.27044
FGD5,ENSG00000154783,50,38.1731,7.639825
RAPGEF3,ENSG00000079337,50,60.4091,13.90855
CNTFR,ENSG00000122756,50,137.143,16.6278
MR1,ENSG00000153029,50,24.1494,7.31269
LONRF2,ENSG00000170500,50,120.476,6.52796
ARHGAP5-AS1,ENSG00000258655,50,10.2593,4.821305
ZNF169,ENSG00000175787,50,6.3581,2.692645
C15ORF65,ENSG00000261652,50,17.5854,2.87447
SYNPO2,ENSG00000172403,50,519.893,15.9938
LNX1,ENSG00000072201,50,16.7545,3.7856
CCM2L,ENSG00000101331,50,134.562,4.257210000000001
NKG7,ENSG00000105374,50,498.052,2.82009
COX6A1P2,ENSG00000226976,50,6.11085,2.877565
MMP2,ENSG00000087245,50,908.423,102.6383
RP11-134G8.7,ENSG00000224536,50,17.3333,3.2756049999999997
VSIG10L,ENSG00000186806,50,188.609,2.8852700000000002
RPS6KL1,ENSG00000198208,50,46.0208,3.6939849999999996
TNFAIP8L3,ENSG00000183578,50,112.508,10.05546
PROB1,ENSG00000228672,50,51.9464,2.122175
TYW1B,ENSG00000277149,50,7.09386,2.22956
SLC35G2,ENSG00000168917,50,18.0431,4.6932849999999995
PI16,ENSG00000164530,50,179.095,9.294575
RP11-212P7.2,ENSG00000273270,50,8.57759,2.976025
SLC45A1,ENSG00000162426,50,28.3567,6.7553
NRP1,ENSG00000099250,50,104.709,12.8096
HOPX,ENSG00000171476,50,821.21,10.017675
AC100830.4,ENSG00000265967,50,6.48685,2.3725
BX322557.10,ENSG00000215447,50,16.855,3.263965
ARHGAP9,ENSG00000123329,50,270.208,4.5947700000000005
MAPK13,ENSG00000156711,50,61.0903,7.443825
FBXO27,ENSG00000161243,50,33.0896,5.28454
FAM78A,ENSG00000126882,50,30.1291,2.318245
CD34,ENSG00000174059,50,115.766,17.65055
GAN,ENSG00000261609,50,31.2137,2.97347
AC004980.7,ENSG00000205485,50,6.29274,2.878655
TMTC1,ENSG00000133687,50,57.8387,8.228565
PLK1,ENSG00000166851,50,102.944,2.85276
F13A1,ENSG00000124491,50,110.255,11.0394
AP000648.5,ENSG00000280385,50,6.23711,2.241095
RP11-552F3.10,ENSG00000267342,50,7.33055,2.176145
FAT1,ENSG00000083857,50,54.3142,10.280615000000001
MEIS3,ENSG00000105419,50,110.195,7.94898
SLC26A10,ENSG00000135502,50,99.6633,5.24832
CEL,ENSG00000170835,50,13917.3,2.2340600000000004
RP11-227G15.10,ENSG00000274341,50,6.25133,2.44907
POPDC2,ENSG00000121577,50,286.007,5.207174999999999
ZKSCAN3,ENSG00000189298,50,7.24654,3.494485
RERG,ENSG00000134533,50,147.899,9.756725
LAYN,ENSG00000204381,50,43.2968,6.67787
KATNAL2,ENSG00000167216,50,14.3899,2.5566050000000002
ZSCAN12,ENSG00000158691,50,8.50706,3.1315850000000003
LINC00665,ENSG00000232677,50,16.5084,4.052525
ROBO3,ENSG00000154134,50,52.4522,6.71847
AC125232.1,ENSG00000231259,50,9.04152,4.357215
CBWD5,ENSG00000147996,50,5.02022,1.869265
ARHGAP39,ENSG00000147799,50,73.1652,6.107435000000001
PASK,ENSG00000115687,50,35.6655,4.15487
RP11-517P14.2,ENSG00000230555,50,4.86018,2.30322
GSTCD,ENSG00000138780,50,11.5342,2.6710599999999998
WBSCR17,ENSG00000185274,50,90.8888,9.67184
MPV17L,ENSG00000156968,50,8.53005,3.3401199999999998
SEC14L2,ENSG00000100003,50,53.8662,4.7931349999999995
RP5-994D16.9,ENSG00000228452,50,9.57206,2.196735
RP11-325K4.2,ENSG00000261114,50,11.5318,3.2011000000000003
TBC1D31,ENSG00000156787,50,9.11335,1.876625
LPCAT2,ENSG00000087253,50,63.1527,7.633275
RP11-15H20.6,ENSG00000284428,50,6.55571,1.79267
PFKFB4,ENSG00000114268,50,50.3488,3.05279
AC142472.6,ENSG00000276728,50,6.93141,3.1008649999999998
ADAMTSL2,ENSG00000197859,50,54.5117,5.176605
C2ORF81,ENSG00000284308,50,45.2169,4.053395
RP11-34P13.15,ENSG00000268903,50,134.312,3.411975
RP11-274B21.10,ENSG00000271553,50,15.4718,2.757675
GAS5-AS1,ENSG00000270084,50,3.55594,1.924185
SEMA4F,ENSG00000135622,50,13.4967,3.4191849999999997
AC009133.12,ENSG00000238045,50,27.71,3.13032
MID1,ENSG00000101871,50,23.1519,5.669935000000001
TMCC2,ENSG00000133069,50,104.22,4.601559999999999
ADAT3,ENSG00000213638,50,14.0513,3.97957
LRP4,ENSG00000134569,50,55.884,4.96384
ARG2,ENSG00000081181,50,55.8816,4.72221
NOV,ENSG00000136999,50,1018.26,5.468674999999999
PTGES,ENSG00000148344,50,65.0503,6.251595
NEURL1B,ENSG00000214357,50,57.3251,13.43275
CHRDL1,ENSG00000101938,50,195.34,20.67955
CBR3,ENSG00000159231,50,62.4229,9.07077
THY1,ENSG00000154096,50,270.854,20.01075
CKM,ENSG00000104879,50,25785.6,3.10094
AC011290.5,ENSG00000236015,50,9.95579,2.8322700000000003
USP2,ENSG00000036672,50,176.366,9.033335
TMEM121,ENSG00000184986,50,12.3649,3.3880850000000002
DZIP1,ENSG00000134874,50,43.5503,12.1784
C5ORF66,ENSG00000224186,50,32.9549,4.781135000000001
CD300A,ENSG00000167851,50,199.155,3.1353400000000002
C1ORF53,ENSG00000203724,50,10.4508,2.258385
MTND4LP30,ENSG00000198868,50,5.35861,2.12921
FGF2,ENSG00000138685,50,50.0262,8.81592
NR2F1,ENSG00000175745,50,139.286,21.3413
ST20-AS1,ENSG00000259642,50,3.7071,1.84139
C17ORF97,ENSG00000187624,50,76.1873,2.5841399999999997
SYTL2,ENSG00000137501,50,36.7952,5.24572
MYO5C,ENSG00000128833,50,36.2789,4.85732
THAP7-AS1,ENSG00000230513,50,7.35954,2.4231049999999996
FAM3C2,ENSG00000174028,50,10.0395,2.584025
PLEKHA7,ENSG00000166689,50,37.1981,5.71617
AIF1L,ENSG00000126878,50,268.763,22.765
PIGN,ENSG00000197563,50,6.8662,2.5278400000000003
RP11-274B21.9,ENSG00000271344,50,11.7187,2.3787700000000003
ZNF736,ENSG00000234444,50,11.2055,3.81479
MBOAT2,ENSG00000143797,50,32.1898,10.1018
COL9A2,ENSG00000049089,50,193.715,8.996305
INTU,ENSG00000164066,50,11.975,3.658215
PXDN,ENSG00000130508,50,169.295,14.319949999999999
RPLP1P6,ENSG00000213433,50,19.2716,1.981575
SERAC1,ENSG00000122335,50,7.85183,2.98882
ASAP2,ENSG00000151693,50,64.4785,10.01052
KALRN,ENSG00000160145,50,37.3934,3.900405
CMTM7,ENSG00000153551,50,48.837,7.46953
APBB1IP,ENSG00000077420,50,151.681,3.976205
DOC2B,ENSG00000272636,49,116.661,7.14543
ZNF391,ENSG00000124613,49,8.18267,2.4578699999999998
TBX2-AS1,ENSG00000267280,49,26.533,3.21002
MITF,ENSG00000187098,49,70.7649,7.50488
RP11-147I3.1,ENSG00000241170,49,10.0873,2.908595
RP11-245J9.5,ENSG00000271843,49,4.13872,2.09091
RP11-134L10.1,ENSG00000272941,49,16.885,3.989935
DTNA,ENSG00000134769,49,84.359,7.06512
ATL1,ENSG00000198513,49,44.9987,8.376785
STAMBPL1,ENSG00000138134,49,17.1144,2.635915
CTD-2623N2.3,ENSG00000267370,49,9.02384,3.127
LINC01881,ENSG00000220804,49,5.80245,2.612695
DACT3,ENSG00000197380,49,126.392,13.3476
RP11-380L11.4,ENSG00000270028,49,25.7184,3.841305
SLC1A5,ENSG00000105281,49,282.64,38.1746
TOM1L1,ENSG00000141198,49,13.8614,4.3064
C5AR1,ENSG00000197405,49,378.578,7.01849
COLEC12,ENSG00000158270,49,75.3518,8.438055
ABCB9,ENSG00000150967,49,14.1191,3.04887
SRGAP2C,ENSG00000171943,49,25.93,3.755505
RAD18,ENSG00000070950,49,15.7908,3.6415300000000004
DBNDD1,ENSG00000003249,49,53.0906,4.0496099999999995
ZNF575,ENSG00000176472,49,6.06822,2.6281499999999998
KCNS3,ENSG00000170745,49,34.4079,4.617065
NEK11,ENSG00000114670,49,23.1569,3.276475
THBS1,ENSG00000137801,49,1568.33,51.09435
FAM162B,ENSG00000183807,49,27.9857,3.507965
RP11-1020A11.2,ENSG00000269982,49,5.06545,1.819455
MAP6,ENSG00000171533,49,58.2535,9.044215000000001
CA4,ENSG00000167434,49,110.334,4.488885
RP11-158M2.3,ENSG00000259407,49,7.15615,2.190875
ACHE,ENSG00000087085,49,71.1721,4.887779999999999
LRRC6,ENSG00000129295,49,32.1315,2.616675
RP4-669P10.20,ENSG00000281538,49,27.2412,2.74446
ZNF582,ENSG00000018869,49,7.63936,2.433905
FGFR3,ENSG00000068078,49,364.546,13.3523
EFNA3,ENSG00000143590,49,165.819,3.1653849999999997
CCDC180,ENSG00000197816,49,43.1877,3.46564
RP1-239B22.5,ENSG00000260196,49,27.7697,2.5612199999999996
ZNF462,ENSG00000148143,49,10.7261,3.764565
RP11-263K19.4,ENSG00000231064,49,14.429,5.028065
FBXL2,ENSG00000153558,49,21.3523,5.596015
RP1-151F17.1,ENSG00000229931,49,8.656,2.380005
MARK1,ENSG00000116141,49,20.6849,6.34863
ZNF470,ENSG00000197016,49,6.66866,2.3996250000000003
PLEKHH1,ENSG00000054690,49,270.04,7.496805
FLNC,ENSG00000128591,49,996.802,10.3111
SASH3,ENSG00000122122,49,244.825,3.5546949999999997
PLXDC1,ENSG00000161381,49,28.5103,5.842155
RP4-614C10.2,ENSG00000283196,49,7.52153,2.314615
STX1B,ENSG00000099365,49,309.252,3.1358699999999997
TRAPPC12-AS1,ENSG00000225234,49,17.6904,1.934895
FAM110D,ENSG00000197245,49,16.2268,2.8055849999999998
DNASE1L2,ENSG00000167968,49,69.1489,2.3351300000000004
EAF2,ENSG00000145088,49,40.0285,2.4627499999999998
ADPRH,ENSG00000144843,49,39.924,4.748044999999999
PLA1A,ENSG00000144837,49,54.7735,2.4926399999999997
LACE1,ENSG00000135537,49,13.4545,1.336605
RPL41P2,ENSG00000256338,49,7.42606,2.622255
RP11-295H24.4,ENSG00000275580,49,14.9991,3.18346
SYTL4,ENSG00000102362,49,65.6433,3.640885
RP11-146F11.1,ENSG00000261840,49,41.1585,2.284375
IGKJ2,ENSG00000211596,49,10006.1,17.4095
ZKSCAN2,ENSG00000155592,49,10.0726,2.0222350000000002
EID3,ENSG00000255150,49,132.682,3.43382
AOC2,ENSG00000131480,49,12.9536,2.137345
RCAN3,ENSG00000117602,49,56.5391,3.833425
PRUNE2,ENSG00000106772,49,121.56,9.83598
SHE,ENSG00000169291,49,26.2383,3.881135
SERHL2,ENSG00000183569,49,18.1624,2.605655
IKBIP,ENSG00000166130,49,70.1311,4.30195
RP11-266L9.4,ENSG00000262587,49,5.56778,2.266695
ZNF273,ENSG00000198039,49,45.9651,3.54114
ATP10A,ENSG00000206190,49,32.9034,3.80506
TOX2,ENSG00000124191,49,38.5032,5.084465
RP11-2E11.9,ENSG00000270953,49,8.60525,2.581695
ZNF557,ENSG00000130544,49,5.01303,2.080315
UQCRFS1P1,ENSG00000226085,49,7.27604,1.669565
ZNF547,ENSG00000152433,49,9.75313,1.783665
AQP11,ENSG00000178301,49,19.5324,1.957775
HIST1H2BC,ENSG00000180596,49,31.1067,2.286265
AF131215.9,ENSG00000269918,49,14.7506,3.8987049999999996
LENG9,ENSG00000275183,49,15.6881,4.344255
H1FX-AS1,ENSG00000206417,49,9.19185,3.171215
LBHD1,ENSG00000162194,49,11.8752,3.720395
MGAT3,ENSG00000128268,49,89.6103,4.2592099999999995
RP11-356B19.11,ENSG00000271833,49,13.2092,2.5912100000000002
PRORSD1P,ENSG00000162997,49,7.13219,3.53838
RP11-690D19.3,ENSG00000260966,49,26.1963,4.17265
SNORA65,ENSG00000201302,49,7.18284,2.47093
PKMP3,ENSG00000220563,49,39.8933,6.372085
DYNC2H1,ENSG00000187240,49,13.7855,3.367255
AC007193.10,ENSG00000269124,49,18.6142,3.8647650000000002
AF131215.2,ENSG00000255310,49,11.5279,3.15503
SBF2-AS1,ENSG00000246273,49,4.41171,2.01673
SV2A,ENSG00000159164,49,215.531,7.474740000000001
CTC-444N24.6,ENSG00000267871,49,6.20201,2.49967
BRSK1,ENSG00000160469,49,207.11,9.48892
PHYHIP,ENSG00000168490,49,667.711,17.7542
RP11-95D17.1,ENSG00000269973,49,8.51449,2.81175
OAS1,ENSG00000089127,49,92.7144,4.39216
CYS1,ENSG00000205795,49,202.366,5.282745
ELOVL6,ENSG00000170522,49,17.1772,3.374905
PIWIL4,ENSG00000134627,49,12.9601,3.0171
CCDC152,ENSG00000198865,49,10.6133,2.621655
CDCA4,ENSG00000170779,49,55.9018,5.38716
NTN1,ENSG00000065320,49,95.0628,5.785735
KIAA1328,ENSG00000150477,49,7.12002,1.971965
RP11-480A16.1,ENSG00000260261,49,10.3137,2.0766799999999996
ZNF552,ENSG00000178935,49,21.7703,4.230885000000001
SYT7,ENSG00000011347,49,92.8906,4.940235
CGNL1,ENSG00000128849,49,51.9189,10.59805
RP11-355O1.11,ENSG00000261094,49,7.77081,2.37471
GINS3,ENSG00000181938,49,12.1841,2.7972400000000004
NPTXR,ENSG00000221890,49,163.88,12.901599999999998
TMC4,ENSG00000167608,49,85.6591,2.7124050000000004
TYRO3,ENSG00000092445,49,65.5572,5.79486
TMEM56,ENSG00000152078,49,28.9315,4.9268149999999995
AC138969.4,ENSG00000183889,49,14.2656,2.607755
AKR7A3,ENSG00000162482,49,204.439,2.93309
CENPW,ENSG00000203760,49,60.1186,4.850605
VCAM1,ENSG00000162692,49,244.229,6.910019999999999
ZNF137P,ENSG00000123870,49,8.10624,3.7965549999999997
LINC02210,ENSG00000204650,49,15.8123,2.778495
LINC00959,ENSG00000237489,49,4.79864,1.883995
DOCK9-AS2,ENSG00000260992,49,25.359,4.0430150000000005
C2ORF40,ENSG00000119147,49,121.079,10.235565000000001
ZNF484,ENSG00000127081,49,7.55006,2.545565
RTCA-AS1,ENSG00000224616,49,4.84414,1.937885
PLCD4,ENSG00000115556,49,54.79,3.2925899999999997
PCSK4,ENSG00000115257,49,268.359,3.047275
ANKRD65,ENSG00000235098,49,31.3893,11.5634
MASP2,ENSG00000009724,49,119.574,3.77446
RP11-378A13.1,ENSG00000261338,49,5.22791,2.5980749999999997
RPL9P29,ENSG00000267355,49,7.63263,2.08127
LRRC27,ENSG00000148814,49,47.4693,2.539105
ZNF284,ENSG00000186026,49,5.37412,2.775025
FTH1P11,ENSG00000237264,49,5.51677,1.88342
FABP4,ENSG00000170323,49,7083.9,17.477600000000002
IFITM10,ENSG00000244242,49,82.3125,3.901715
LRRC37A17P,ENSG00000263142,49,12.0632,3.406485
SLC9A5,ENSG00000135740,49,42.5562,2.52665
NHSL1,ENSG00000135540,49,16.9826,3.4509749999999997
DIRAS3,ENSG00000162595,49,139.468,4.250114999999999
CPT1C,ENSG00000169169,49,79.3044,4.7993749999999995
KIF3C,ENSG00000084731,49,115.367,6.74774
CFAP70,ENSG00000156042,49,24.6276,1.9028900000000002
VN1R83P,ENSG00000268521,49,9.96558,2.33491
ZDHHC11,ENSG00000188818,49,14.3139,2.4932600000000003
C2,ENSG00000166278,49,184.917,3.753405
CELSR2,ENSG00000143126,49,46.4454,7.618415000000001
GAREM2,ENSG00000157833,49,17.0118,3.15794
RPL23AP53,ENSG00000223508,49,6.46648,3.015005
ABCC9,ENSG00000069431,49,21.8175,3.7142999999999997
ASPA,ENSG00000108381,49,43.4359,5.0935500000000005
AC006942.4,ENSG00000269194,49,34.8213,1.887045
STAT4,ENSG00000138378,49,34.7109,2.352585
ZNF879,ENSG00000234284,49,7.26221,1.735555
PCDHB14,ENSG00000120327,49,10.8418,3.71706
ZFP30,ENSG00000120784,49,8.43926,2.65892
APBA1,ENSG00000107282,49,51.0924,4.64207
SLC4A3,ENSG00000114923,49,265.637,9.992519999999999
RUNX1T1,ENSG00000079102,49,37.224,3.446895
SOX9,ENSG00000125398,49,110.669,14.4524
SPEG,ENSG00000072195,49,209.173,8.963104999999999
LDHAP4,ENSG00000214110,49,17.947,3.09596
LL21NC02-21A1.1,ENSG00000273796,49,32.8208,3.53331
ZNF717,ENSG00000227124,49,5.13999,2.2489850000000002
RP11-566E18.1,ENSG00000279348,49,12.9102,2.06072
SPAG8,ENSG00000137098,49,49.8539,3.643695
MREG,ENSG00000118242,49,46.8456,3.199795
SNHG18,ENSG00000250786,49,39.6523,10.46175
DPY19L2,ENSG00000177990,49,51.8646,7.07984
FZD8,ENSG00000177283,49,20.6548,4.75158
RP11-358L22.3,ENSG00000276007,49,20.1996,2.4992099999999997
SYP,ENSG00000102003,49,446.746,3.98868
PREX2,ENSG00000046889,49,16.621,4.57486
KCND1,ENSG00000102057,49,18.462,2.3033200000000003
SOWAHC,ENSG00000198142,49,43.9491,7.282260000000001
RP11-1275H24.2,ENSG00000272953,49,20.0559,3.211645
GUCA1B,ENSG00000112599,49,8.58099,2.0356050000000003
RBM34,ENSG00000188739,49,3.89897,2.359705
B3GALNT2,ENSG00000162885,49,13.6892,3.956475
GPR176,ENSG00000166073,49,112.724,6.097334999999999
KIF7,ENSG00000166813,49,22.9838,4.24729
RP11-326C3.7,ENSG00000254910,49,19.6274,3.861495
EIF4HP2,ENSG00000237977,49,12.2033,2.073335
ZNF239,ENSG00000196793,49,13.8909,3.07066
ZNF20,ENSG00000132010,49,17.9218,2.6978400000000002
CC2D2A,ENSG00000048342,49,16.4135,4.12701
ATXN7L1,ENSG00000146776,49,14.1203,3.369085
SPHK1,ENSG00000176170,49,56.5725,6.150165
QRICH2,ENSG00000129646,49,49.549,2.48504
UNC5CL,ENSG00000124602,49,77.4701,2.833875
RP11-324I22.4,ENSG00000271335,49,9.59733,3.389995
AC074141.3,ENSG00000283236,49,8.89104,2.007845
HRCT1,ENSG00000196196,49,74.338,4.16706
AF001548.5,ENSG00000263335,49,12.874,3.05125
SLIT2,ENSG00000145147,49,61.5566,6.73842
LINC00662,ENSG00000261824,49,7.46649,1.7825950000000002
PDE8B,ENSG00000113231,49,110.532,6.687085
HSPA4L,ENSG00000164070,49,60.7334,2.92238
EIF4BP6,ENSG00000197258,49,10.3125,3.115275
PDE7B,ENSG00000171408,49,18.4538,3.472505
PRKG1,ENSG00000185532,49,69.3241,3.094865
LL0XNC01-7P3.1,ENSG00000270012,49,13.504,4.01654
GNMT,ENSG00000124713,49,270.449,1.9442499999999998
AMOT,ENSG00000126016,49,18.5594,5.420505
SC22CB-1E7.1,ENSG00000232346,49,8.49047,3.153415
SYCE1L,ENSG00000205078,49,66.091,4.12948
CTA-984G1.5,ENSG00000237015,49,16.636,1.9203649999999999
CTB-113P19.5,ENSG00000272112,49,5.31234,3.26058
SLC2A10,ENSG00000197496,49,46.3081,6.647315
ARMC12,ENSG00000157343,49,120.514,2.180865
TM6SF1,ENSG00000136404,49,10.5837,2.682315
RP11-327P2.5,ENSG00000231856,49,12.6538,2.397775
ZFP2,ENSG00000198939,49,10.9557,3.33452
CPNE5,ENSG00000124772,49,94.1709,4.63721
RNF112,ENSG00000128482,49,233.896,5.7186
EDIL3,ENSG00000164176,49,213.115,11.4634
MROH7,ENSG00000184313,49,158.128,6.20823
AK4,ENSG00000162433,49,38.9192,13.9665
ARHGAP30,ENSG00000186517,49,178.024,4.81426
CKMT2,ENSG00000131730,49,652.362,5.6413150000000005
ATP6V1E2,ENSG00000250565,49,26.925,2.0785150000000003
PRELID3A,ENSG00000141391,49,22.8822,5.082990000000001
ACE,ENSG00000159640,49,112.341,3.7691299999999996
SERPINB8,ENSG00000166401,49,35.762,3.937375
WFDC1,ENSG00000103175,49,121.533,9.52948
CARD9,ENSG00000187796,49,19.5683,2.36002
BAIAP2L2,ENSG00000128298,49,84.2213,3.64734
ZNF286A,ENSG00000187607,49,8.57113,2.581005
ZNF568,ENSG00000198453,49,5.31647,2.1269299999999998
LURAP1,ENSG00000171357,49,18.0257,3.5523350000000002
AC010226.4,ENSG00000249249,49,7.43142,2.5465400000000002
BCO2,ENSG00000197580,49,21.2878,2.9605
TAL1,ENSG00000162367,49,24.1032,2.84649
SEMA3F-AS1,ENSG00000235016,49,8.19804,3.42877
ZSCAN22,ENSG00000182318,49,5.92095,2.303915
ZNF300,ENSG00000145908,49,19.5421,5.078984999999999
LINC00663,ENSG00000266904,49,4.79436,1.97671
CPVL,ENSG00000106066,49,77.639,7.7146349999999995
CTC-559E9.8,ENSG00000267565,49,12.5749,1.8758050000000002
RP11-395G23.3,ENSG00000254615,49,64.4193,6.14434
ZRSR1,ENSG00000212643,49,5.1123,2.228385
GNAZ,ENSG00000128266,49,64.3113,10.021365
RP11-77H9.2,ENSG00000260276,49,10.6551,3.033195
COX4I2,ENSG00000131055,49,78.6686,5.132795
RP11-420L9.5,ENSG00000270504,49,31.7433,4.069655
TMTC2,ENSG00000179104,49,22.2935,5.45282
GNAL,ENSG00000141404,49,45.6431,5.457800000000001
RP1-102E24.10,ENSG00000276718,49,9.7423,2.8669700000000002
RP11-863K10.4,ENSG00000233170,49,13.2144,1.9007649999999998
CAPN10-AS1,ENSG00000260942,49,9.93483,2.578855
SLC25A21-AS1,ENSG00000258708,49,9.85155,2.6552100000000003
TMEM59L,ENSG00000105696,49,669.434,4.58889
PGM2L1,ENSG00000165434,49,26.1117,3.674735
NCF2,ENSG00000116701,49,639.596,4.3520900000000005
ACSS3,ENSG00000111058,49,15.4263,3.69963
RP3-508I15.9,ENSG00000228274,49,6.08405,1.70659
RAPGEF4,ENSG00000091428,49,191.497,4.84595
DSCC1,ENSG00000136982,49,18.6422,2.521515
COL5A1,ENSG00000130635,49,289.027,15.85285
CTD-2095E4.5,ENSG00000277511,49,8.51688,2.5967599999999997
ABLIM2,ENSG00000163995,49,128.344,5.37303
HEPH,ENSG00000089472,49,70.6086,7.90569
PCDHB15,ENSG00000113248,49,15.9132,3.1182
MIR1244-2,ENSG00000283498,49,8.06992,3.19771
