gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
OR4F17,ENSG00000176695,chr19,97103,127102,0,,,,,,,,,
PLPP2,ENSG00000141934,chr19,271039,301403,0,,,,,,,,,
MIER2,ENSG00000105556,chr19,295572,354815,107,0.4871511855602148,0.27994283368285566,0.30124989452947815,0.403107886265781,0.23526105285915036,0.3188683774154607,0.2881114097169203,0.009556295045702545,0.04031326274424296
THEG,ENSG00000105549,chr19,351746,386026,250,0.4007150230038893,0.40405345784656127,0.40170678759418227,0.4248585749588962,0.38323801761498755,0.2579740131397219,0.29373576332734785,0.2596302971732712,0.2238685469856454
C2CD4C,ENSG00000183186,chr19,395444,419147,38,0.23127108446452324,0.35330710703992735,0.24181318075966426,0.2721096784247154,0.23978806425368837,0.21103759357278024,0.23966531892547038,0.22484616671864643,0.19621844136595626
SHC2,ENSG00000129946,chr19,406588,471033,5,0.06019465107758964,0.2918481700548403,0.08750206921677285,0.07358809951269556,0.12089481199428842,0.15780489940851386,0.14634118242762023,0.18729185979573518,0.1987555767766288
ODF3L2,ENSG00000181781,chr19,453345,484983,0,,,,,,,,,
MADCAM1,ENSG00000099866,chr19,479175,515343,0,,,,,,,,,
TPGS1,ENSG00000141933,chr19,497496,529654,0,,,,,,,,,
CDC34,ENSG00000099804,chr19,521759,552092,49,0.1562920905291381,0.42015665691734444,0.2003717154876662,0.30449969882660155,0.24577752778242304,0.2456689647574662,0.313026623071092,0.29932834530062874,0.2319706869870029
GZMM,ENSG00000197540,chr19,534033,559924,98,0.3046651409890774,0.5013334479356003,0.3927880752502725,0.4355442828879833,0.43294678270238834,0.2801509813401516,0.3502044308130206,0.4156666575930793,0.3456132081202103
BSG,ENSG00000172270,chr19,561276,593494,157,0.3184357646739513,0.43385663522385604,0.4415073431006435,0.33254615815667615,0.4887884530686369,0.18487945311414217,0.15111059590519882,0.3840284850809894,0.4177973422899328
HCN2,ENSG00000099822,chr19,579880,627159,14,0.1002175643227023,0.26641652553752393,0.40421564821841094,0.12099133403361341,0.3868578601568121,0.0,0.0,0.36104405258492356,0.3350059283169992
POLRMT,ENSG00000099821,chr19,607220,643537,0,,,,,,,,,
FGF22,ENSG00000070388,chr19,629878,654371,16,0.07746956962759022,0.3354606996036728,0.27423609226594303,0.1365456590653441,0.28282549979753446,0.08438283176171074,0.11151971338306027,0.3242784280073745,0.29714154638602497
RNF126,ENSG00000070423,chr19,637525,673233,135,0.4689681283346209,0.6555545706213136,0.5259720780834269,0.5404102785095657,0.6303753262681893,0.476131895955212,0.42398676007143987,0.5896877104074862,0.6418328462912584
FSTL3,ENSG00000070404,chr19,666391,693392,259,0.3931835523558962,0.5402284265096626,0.47090661874738593,0.42414546111280427,0.42791771857515815,0.3199820399699664,0.3852266148673154,0.45704345223422904,0.39179887733688007
PRSS57,ENSG00000185198,chr19,675545,705498,307,0.3254931870102998,0.479380155906239,0.43954458350595854,0.34235505246136294,0.3900754392114272,0.23375154498972994,0.2887026279031863,0.4189836244216373,0.3640325415081809
PALM,ENSG00000099864,chr19,698934,758329,366,0.31640152991172243,0.462513387547111,0.4128681580434971,0.3170006983334757,0.41206770703180245,0.23436505536937757,0.23548469124506533,0.38648637098552036,0.38536673510983255
MISP,ENSG00000099812,chr19,741111,774318,255,0.36603036390375177,0.4452098685091966,0.41271002328031287,0.33468720380932626,0.41923279696800675,0.2563415065898921,0.22662903561828435,0.332823871617332,0.36253634258893974
PTBP1,ENSG00000011304,chr19,787074,822327,295,0.3308529742249809,0.3632135359944441,0.25494716452499966,0.3261579143188655,0.2893739731184538,0.2793861157321208,0.252235710637416,0.1719347852184432,0.19908519031314803
