gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
POLR3K,ENSG00000161980,chr16,36406,63608,0,,,,,,,,,
SNRNP25,ENSG00000161981,chr16,43827,67669,0,,,,,,,,,
RHBDF1,ENSG00000007384,chr16,48058,86355,0,,,,,,,,,
MPG,ENSG00000103152,chr16,67006,95851,0,,,,,,,,,
NPRL3,ENSG00000103148,chr16,74270,148677,0,,,,,,,,,
HBZ,ENSG00000130656,chr16,132727,164503,136,0.4188307637952506,0.6066768539718722,0.5886203341677386,0.35425317227070857,0.5967001392221336,0.2937991504562917,0.23119829384967427,0.6393245999981421,0.7019254566047596
HBM,ENSG00000206177,chr16,143891,176764,92,0.505621954039874,0.6129232728593166,0.511309046306473,0.5004948981787068,0.4748095372910977,0.4687810688325758,0.49963775763903095,0.4803512754255274,0.4494945866190722
HBA2,ENSG00000188536,chr16,162875,183710,69,0.26317353338007765,0.422686471703939,0.4617198059367076,0.303270889704565,0.3278101209135692,0.11769830475933435,0.25675697897586786,0.431671478694016,0.29261280447748245
HBA1,ENSG00000206172,chr16,166679,187522,106,0.24614501653301146,0.5305172920459544,0.5562103335202376,0.22253715118890313,0.4192604816914209,0.11313725896742194,0.23219513734663838,0.6429865528134731,0.5239286744342565
HBQ1,ENSG00000086506,chr16,170458,191179,124,0.26211160151345675,0.5634452555625453,0.5548077572137832,0.2821761555535243,0.44372326741101975,0.16177754914696846,0.2869415943594831,0.6670639456097949,0.5418999003972804
LUC7L,ENSG00000007392,chr16,178968,239463,457,0.3126175329669794,0.5032037066956898,0.5087731134752553,0.3516912115720898,0.48017610758036294,0.18179523169781497,0.2393490935610763,0.5177799778355804,0.4602261159723191
FAM234A,ENSG00000167930,chr16,224520,282183,0,,,,,,,,,
RGS11,ENSG00000076344,chr16,258300,285980,0,,,,,,,,,
ARHGDIG,ENSG00000242173,chr16,270449,293010,0,,,,,,,,,
PDIA2,ENSG00000185615,chr16,273163,297215,0,,,,,,,,,
AXIN1,ENSG00000103126,chr16,277439,362723,650,0.3079673970381371,0.46924769868744826,0.4461284443259253,0.2562456572104916,0.4395194630593547,0.20537979236631781,0.17527178200373006,0.42808005007849714,0.45818806044108484
MRPL28,ENSG00000086504,chr16,356968,381289,164,0.3511171018673889,0.7256651401867018,0.6656471396007333,0.31041057256334653,0.7056246208517875,0.31517522005885823,0.2210825838106779,0.9782305826042897,1.0723232188524698
PGAP6,ENSG00000129925,chr16,360787,397113,197,0.35930972844930237,0.6301502311467014,0.621027278501921,0.3283827596361,0.6459348400980717,0.2347882345201871,0.17722537709010155,0.7598701514024512,0.817433008832537
NME4,ENSG00000103202,chr16,386724,420367,247,0.38233723838347466,0.5284713040300127,0.37086168047581664,0.35423776140837887,0.4469282611067488,0.3850919193929515,0.29841582664142297,0.3666833983496295,0.453359491101158
DECR2,ENSG00000242612,chr16,391857,422487,224,0.41346077658306907,0.512228603292433,0.38559565309441146,0.3557918182986661,0.40750228447291176,0.3821610730759617,0.3171167561147165,0.3357473591794524,0.40079167614069744
RAB11FIP3,ENSG00000090565,chr16,415648,533011,624,0.325162501169216,0.3415959102022672,0.25752657546538754,0.3744067328573014,0.2724115575982459,0.2567257883319284,0.28448577647581386,0.16121062958468993,0.13345064144080448
CAPN15,ENSG00000103326,chr16,517711,564636,307,0.46958130936155446,0.4465764416112025,0.4908392314358836,0.4316152975505583,0.46821496988534844,0.2753643918638049,0.26253624435218165,0.3162672503991024,0.3290953979107255
