gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
DUSP22,ENSG00000112679,chr6,281629,361355,86,0.2170303139527836,0.1465209488953526,0.12432097240713696,0.18301282247668693,0.14903785700459196,0.13516995928678016,0.0995892619289345,0.02326432245494353,0.05884501981278914
IRF4,ENSG00000137265,chr6,381751,421443,275,0.4016990095073418,0.5645423942039959,0.5559429171703282,0.4240085266328303,0.5597522800986424,0.2666084983350254,0.2813012721675518,0.5647493351411992,0.5500565613086729
EXOC2,ENSG00000112685,chr6,475153,703139,1515,0.470963815700608,0.5013490680988973,0.47670866495724906,0.49346972117013377,0.5055834967409163,0.3424652436950128,0.3358215734188341,0.35338371959289844,0.36002738986907706
HUS1B,ENSG00000188996,chr6,645938,666963,121,0.4220308576224451,0.4080328008821505,0.3190552498087613,0.4001961792141059,0.41186102899657884,0.34413237231019644,0.25233234067580074,0.18017168021847824,0.271971711852874
FOXQ1,ENSG00000164379,chr6,1302097,1324758,176,0.5083831611204152,0.8376792061064188,0.8153220034146829,0.5335975676425115,0.7925301195044834,0.41954740589438555,0.5040590086294637,1.3986332866655609,1.3141216839304826
FOXF2,ENSG00000137273,chr6,1379575,1405603,186,0.44101171639594794,0.6722406725260471,0.6790069899608344,0.3824136180935998,0.6473845882390682,0.280383265786633,0.2775173635511684,0.8350924318446632,0.8379583340801278
FOXC1,ENSG00000054598,chr6,1599914,1623897,108,0.34087243032425496,0.472347383470985,0.515554074754301,0.26879729650443634,0.4520678536380206,0.1657029271425613,0.1753889381716358,0.4736142079002886,0.463928196871214
GMDS,ENSG00000112699,chr6,1613805,2255605,3993,0.4166712988794751,0.458889978834987,0.39963287901528594,0.42561244411346827,0.40114757639673637,0.3214615768225441,0.3279217490212484,0.29267107769530876,0.2862109054966045
MYLK4,ENSG00000145949,chr6,2653628,2760922,957,0.4701878950467011,0.5926697303079683,0.5250867468445134,0.4630960808110845,0.5006546119496204,0.3943703434243742,0.4128049044186429,0.5037606057369413,0.4853260447426725
WRNIP1,ENSG00000124535,chr6,2755392,2796952,338,0.4439401411621244,0.47672475575794643,0.41662582638969914,0.4474960278519511,0.44353978841170344,0.3478002565991581,0.3273913607611604,0.2998474171330899,0.32025631297108753
