gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
SCGB1C2,ENSG00000268320,chr17,127568,149067,0,,,,,,,,,
DOC2B,ENSG00000272636,chr17,132788,191650,351,0.6102934802280221,0.7639993303531029,0.6564758521297723,0.5654691033730241,0.6711731515058174,0.6588920513518431,0.5825924508431775,0.7850285851218572,0.8613281856305227
RPH3AL,ENSG00000181031,chr17,202388,396254,1019,0.4423245554042524,0.5976712038949821,0.5237603928614231,0.4501260636371566,0.5203020938159455,0.3763147875855407,0.38697656110758893,0.5341708363173803,0.5235090627953318
C17orf97,ENSG00000187624,chr17,400324,441062,226,0.3173385834053048,0.46023962983843514,0.29722128380293217,0.33182035865349996,0.1240871172622997,0.3228365307531057,0.44366978619052566,0.29379346612092205,0.1729602106835022
RFLNB,ENSG00000183688,chr17,429977,455939,122,0.37247859556506535,0.705360030961644,0.6369370847197886,0.3118405240643193,0.6091204983333264,0.33739973521430355,0.3281899185225037,0.8846013767139915,0.8938111934057913
VPS53,ENSG00000141252,chr17,498502,731717,997,0.455747707866002,0.6651589902279009,0.6155328001042538,0.45725148959788536,0.6229587463836921,0.3732725126508041,0.3649040003959774,0.7208269448586253,0.7291954571134519
TLCD3A,ENSG00000167695,chr17,722411,752968,205,0.509480401756455,0.7013341829058921,0.6279139131311186,0.5142308001399525,0.6280675576900309,0.46604500459675724,0.47070430831183296,0.7423849946335828,0.737725690918507
GEMIN4,ENSG00000179409,chr17,734420,763999,188,0.5758643204510636,0.7827543146486589,0.6796078026908656,0.4919976062908503,0.659646890477855,0.6231094171387035,0.5631119259171204,0.9036169581881719,0.9636144494097547
GLOD4,ENSG00000167699,chr17,747096,793390,261,0.3535747394118102,0.6393198948533,0.5326070892955129,0.37074505281137543,0.5578378754534145,0.3477382589901287,0.3334519826215609,0.6720255898368338,0.6863118662054015
MRM3,ENSG00000171861,chr17,772352,802509,221,0.4426933103934275,0.7452720870940119,0.6597422036516072,0.45560587877415365,0.6779323679439797,0.4370735842236769,0.4213237002678458,0.9304857274703638,0.946235611426195
NXN,ENSG00000167693,chr17,789309,989776,1642,0.3963657222472015,0.5747721715403827,0.5203686579067489,0.436255820202824,0.5075872867865353,0.3125897220473995,0.35992341644926346,0.5425404646790815,0.49520677027721743
TIMM22,ENSG00000177370,chr17,987128,1013671,179,0.31785276004962715,0.3346889453768233,0.27441112869696327,0.3875860924575154,0.2852005672367813,0.23461931446355608,0.281047106337197,0.17288128191122337,0.12645349003758238
ABR,ENSG00000159842,chr17,993518,1239738,1647,0.4304604346167995,0.5392280431405493,0.4614529553604905,0.4367940579904209,0.46258202244821167,0.3594493148749114,0.363991411092259,0.4154027140873101,0.4108606178699625
BHLHA9,ENSG00000205899,chr17,1260443,1281815,133,0.4114280986014158,0.42903126477469716,0.413289662685698,0.3829104022231063,0.4249706317127081,0.2786264819046461,0.24491385573090008,0.28179434334209497,0.31550696951584106
TRARG1,ENSG00000184811,chr17,1269661,1310978,250,0.44682263263122113,0.6200432517039668,0.5123911697397734,0.43002582052132937,0.5148934012378504,0.4207663366731201,0.4032377252100384,0.5469315163402013,0.5644601278032828
YWHAE,ENSG00000108953,chr17,1334274,1410222,444,0.4192207491425743,0.6162244045023865,0.5052059978016955,0.4056970741636112,0.536796452211804,0.3987340324756391,0.3542373519728545,0.5589632514642116,0.603459931966996
CRK,ENSG00000167193,chr17,1410688,1473162,435,0.42595648694275756,0.32742232814749017,0.2817156104494873,0.4340999271284785,0.31221139428734995,0.31039902659129337,0.2958508478292381,0.0862386504056818,0.10078682916773718
MYO1C,ENSG00000197879,chr17,1454185,1502686,398,0.4009257711442786,0.33038452335444174,0.2741321419151578,0.47529626108067335,0.32551393963221087,0.2965170598361101,0.3260844295662123,0.1045345869679194,0.07496721723781719
INPP5K,ENSG00000132376,chr17,1484576,1526742,322,0.3875042820126447,0.33462527444820994,0.28877041561361194,0.38688164343344067,0.3017101241953312,0.27842911489277156,0.26874060823286655,0.12897578506800744,0.13866429172791242
PITPNA,ENSG00000174238,chr17,1507717,1572792,418,0.1920413427312013,0.24686977361253523,0.2502558923865913,0.1653409726641887,0.2135494819857059,0.10436909536157762,0.11201181906456306,0.1791480273640056,0.17150530366102013
SLC43A2,ENSG00000167703,chr17,1559267,1638886,521,0.411724976854643,0.4991571262437404,0.4689451193214842,0.43941076279039143,0.4823875192063706,0.2945668283417184,0.3058506340946014,0.39689602398324064,0.3856122182303575
SCARF1,ENSG00000074660,chr17,1623857,1655744,135,0.42909245409275437,0.6442507343478587,0.6041849877870157,0.4619473360832241,0.6240916202584273,0.3336243935129421,0.33745905267192494,0.6999047127258435,0.6960700535668608
