gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
TUBB8,ENSG00000261456,chr10,36887,84163,88,0.5371463338868143,0.41747345767379157,0.23486252668698643,0.5340022279696225,0.3436356531315499,0.5215125507475269,0.4414578584330444,0.01886797760761294,0.09892266992209525
ZMYND11,ENSG00000015171,chr10,124464,264637,584,0.6564140514406194,0.664565019941181,0.6456163580411043,0.6344142417308317,0.6049759934501648,0.5616349538144413,0.5848863980947109,0.5306921876603747,0.5074407433801053
DIP2C,ENSG00000151240,chr10,264189,699668,2987,0.5737750880393474,0.7044041033705347,0.6732953344243664,0.6729977098673029,0.6730563314609543,0.47642570081424107,0.6092913428788472,0.7423362706872711,0.6094706286226649
LARP4B,ENSG00000107929,chr10,796913,941705,857,0.31726734674818513,0.5882357359989587,0.5292646849001204,0.3077868946281067,0.46919976142334996,0.2577484438230383,0.31089807805858893,0.6295558243187687,0.5764061900832181
GTPBP4,ENSG00000107937,chr10,978433,1029932,337,0.6165612558927089,0.7420255289769044,0.6713724264945491,0.5781869375398032,0.698427236373665,0.6003199415570675,0.5096718691585892,0.7545747069221649,0.845222779320643
IDI2,ENSG00000148377,chr10,1008909,1035859,182,0.46445880604305884,0.5413697505243897,0.5892183331398972,0.45793439268286634,0.6189370898818582,0.25714749316543983,0.21354419467328517,0.5223634570893188,0.5659667555814736
IDI1,ENSG00000067064,chr10,1029151,1059119,195,0.4185261280031147,0.6330370410976427,0.6201705719522813,0.42344601935595894,0.5394649774068014,0.28832530247944826,0.3889071506052423,0.7141690629632049,0.613587214837411
WDR37,ENSG00000047056,chr10,1039537,1142384,680,0.5142343545413094,0.5891562357179831,0.5526457818096082,0.5547961921952178,0.5503241904416258,0.4035833454735796,0.44976849993421364,0.48595892684903186,0.4397737723883979
ADARB2,ENSG00000185736,chr10,1167312,1747525,4392,0.4251721058991058,0.4539123580612264,0.41436297033808567,0.4205210154411846,0.40976858991967585,0.3118026563603969,0.31168054144178825,0.29317314338682904,0.29329525830543773
PFKP,ENSG00000067057,chr10,3056332,3147718,1135,0.38900425619751877,0.4204966738702397,0.3982229735173003,0.40360256281019374,0.3858709766544879,0.2651904360830908,0.2874408163148543,0.28039344048125037,0.2581430602494868
PITRM1,ENSG00000107959,chr10,3127727,3182841,650,0.3784657931265707,0.28281331333550436,0.2361317786690921,0.3721076869662586,0.2276449953487722,0.26931172041170015,0.2697473597816032,0.0631073799446922,0.06267174057478925
KLF6,ENSG00000067082,chr10,3765995,3795281,151,0.2864147606845394,0.32862252900950145,0.318297173371683,0.24239562489675207,0.3009390114047455,0.17635783941765945,0.15900021155060604,0.22206591085335609,0.23942353872040953
AKR1E2,ENSG00000165568,chr10,4776628,4858062,688,0.41321068631073865,0.3891632208592273,0.39545215184260113,0.40849364822719214,0.4032659778342977,0.2613702390047424,0.2508622805387943,0.23155525374245461,0.2420632122084027
AKR1C1,ENSG00000187134,chr10,4953252,4993283,88,0.30675615809257195,0.4647179475805506,0.31815670749892927,0.29103267444810105,0.3215005862615984,0.3041897618742827,0.29051782261542103,0.32077170834933943,0.3344436476082011
AKR1C2,ENSG00000151632,chr10,4977399,5028031,201,0.28494290379706466,0.3728876160160923,0.29180916390052947,0.33039071802398023,0.30934420868424845,0.22849035957961403,0.248788350489772,0.23813915402763544,0.21784116311747748
AKR1C3,ENSG00000196139,chr10,5025353,5117686,805,0.4393325240188345,0.39477601655519423,0.3541538230116315,0.39458326581153264,0.33088627201276205,0.32179501642885355,0.30109683691100525,0.1803616524672404,0.2010598319850888
AKR1C8P,ENSG00000264006,chr10,5144139,5195187,0,,,,,,,,,
AKR1C4,ENSG00000198610,chr10,5185461,5228949,303,0.5377142919190051,0.591874478853648,0.576137674692394,0.4906680532961441,0.5895053384970083,0.40470304218179876,0.3402217336762527,0.4914774598421836,0.5559587683477298
UCN3,ENSG00000178473,chr10,5354965,5384692,248,0.3156592207787871,0.5324460901892173,0.4440673945778311,0.21201534942052125,0.4052734078116936,0.2762158433211672,0.23943190105105844,0.48402477847722514,0.5208087207473339
TUBAL3,ENSG00000178462,chr10,5383100,5414828,225,0.4148490925247033,0.43500978118482825,0.3134924777724293,0.47367502655957106,0.38367095486856073,0.36534713343162556,0.364404501357911,0.20559972638547647,0.20654235845919106
NET1,ENSG00000173848,chr10,5402556,5469056,377,0.5644481242725081,0.4917338377237985,0.45276597075594177,0.6032837037752576,0.47009944681461424,0.4525063363087456,0.4831089872108155,0.22424369081574141,0.19364103991367138
CALML5,ENSG00000178372,chr10,5488696,5509570,170,0.5324201908653727,0.6489359070669973,0.5403930588004263,0.5376531957844085,0.6036146363142562,0.5147940354547901,0.4464290409819293,0.5319924357822797,0.6003574302551405
CALML3,ENSG00000178363,chr10,5514960,5536771,189,0.3248191187820146,0.6021649833579015,0.6406432051977189,0.28910813970246757,0.535995567057992,0.14552650793361832,0.2475458368051398,0.7761913827558318,0.6741720538843102
ASB13,ENSG00000196372,chr10,5628866,5676595,393,0.46046533538602874,0.44571304442272186,0.39910313780605133,0.4767119392663257,0.43350015629331695,0.34889451480200845,0.3347087313871273,0.24117824117708725,0.2553640245919684
TASOR2,ENSG00000108021,chr10,5674837,5773740,507,0.4744057412981005,0.5005891714214575,0.4378583416846939,0.5539771307011425,0.4974969532249536,0.38077527679845735,0.40677884709155365,0.31355094139618633,0.28754737110309
GDI2,ENSG00000057608,chr10,5755222,5852132,472,0.3106916514352534,0.3788171572017725,0.3431351695192491,0.4145420848637431,0.3586362306667905,0.2139596829545009,0.28366615219943575,0.2621701245836145,0.19246365533867965
ANKRD16,ENSG00000134461,chr10,5851615,5899906,415,0.4362472069736649,0.5404665347719176,0.35119149941758204,0.5183102086209276,0.3854754720654079,0.4590326348637934,0.5105460165758614,0.3185108753160492,0.26699749360398106
