gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
FAM20C,ENSG00000177706,chr7,182570,270772,303,0.45163972277146747,0.5636203042209919,0.46982143688364186,0.4388920068229736,0.5057378744882712,0.3977619514762105,0.3511975797179161,0.4314806012586285,0.47804497301692295
FOXL3,ENSG00000248767,chr7,280169,304422,0,,,,,,,,,
PDGFA,ENSG00000197461,chr7,487257,530296,262,0.3368150720178061,0.3792140067737237,0.27641145206792606,0.3162340104639046,0.3102080203514734,0.28196896117202486,0.24277160383391763,0.19479991165331287,0.23399726899142007
PRKAR1B,ENSG00000188191,chr7,539196,737650,127,0.37099386687047564,0.5053083358035056,0.5261623975254943,0.24143834518708082,0.35198011978770527,0.2102721280153998,0.2731589528305793,0.49354848309437716,0.43066165827919767
DNAAF5,ENSG00000164818,chr7,716698,796475,0,,,,,,,,,
SUN1,ENSG00000164828,chr7,806614,906435,393,0.47645094890546913,0.7599091929124531,0.6479521681834086,0.41593801041146017,0.5967155642804217,0.5149371961292737,0.5281865247029532,0.911800868207272,0.8985515396335921
GET4,ENSG00000239857,chr7,866553,906436,170,0.4322224661392731,0.7073839004735156,0.6514193203605747,0.4178562311292667,0.5981928124785265,0.37051690108581703,0.4290743336775252,0.8583768685188262,0.7998194359271179
ADAP1,ENSG00000105963,chr7,887899,965407,483,0.3661111778323683,0.52651293155836,0.4644790751079852,0.3992996874206247,0.4320046909248541,0.28949853107815593,0.34582383755413615,0.4581321462281067,0.40180683975212633
COX19,ENSG00000240230,chr7,888777,985549,673,0.3422090675231057,0.4964369029196551,0.45885445702391436,0.3580422942402381,0.4027920374318906,0.2454236885962079,0.3068946169182053,0.4406225691367292,0.3791516408147318
CYP2W1,ENSG00000073067,chr7,973180,999640,286,0.28887009163502936,0.2645005819127815,0.14848989065625187,0.33349225124017506,0.15082188261768464,0.24368088862347875,0.27471136275582675,0.06352464149733153,0.032494167364983534
C7orf50,ENSG00000146540,chr7,986985,1148260,1402,0.2725857679883431,0.26190764839655234,0.15438081523546113,0.26920690839627076,0.1604412821593379,0.227129674317762,0.2212161855852564,0.07655665021891986,0.08247013895142538
GPR146,ENSG00000164849,chr7,1034545,1069261,346,0.25900527620892033,0.3825050225226515,0.15360069705743523,0.28085978387938537,0.1728851423805553,0.30754103841014924,0.31098578001256627,0.17454330574285526,0.17109856414043825
GPER1,ENSG00000164850,chr7,1072207,1103815,305,0.31430520181744115,0.1567080012360965,0.16017245171663771,0.29086878109880193,0.16464904486894713,0.18660297171570578,0.16712667855738525,0.0,0.003315321895922374
ZFAND2A,ENSG00000178381,chr7,1142070,1170759,320,0.34287654605928725,0.1710418742239525,0.3514379091634276,0.3137768943468684,0.19931388176952572,0.08723573748311858,0.17092592149397745,0.10034989936922162,0.016659715358362692
UNCX,ENSG00000164853,chr7,1222871,1247326,132,0.5815409924053958,0.40120841212020963,0.49730612759825954,0.5716065540631321,0.467043971854681,0.3481220608700309,0.3656192786413159,0.16471961396225426,0.14722239619096933
MICALL2,ENSG00000164877,chr7,1418464,1469470,441,0.3304581423896079,0.3280167846791508,0.27945908436388317,0.3419141979067014,0.2750026055438253,0.23546521687807218,0.24717732791221328,0.16205669909396817,0.150344588059827
INTS1,ENSG00000164880,chr7,1460276,1514389,533,0.487784588840295,0.337471321325681,0.2661218359507199,0.4127040814098824,0.2014545668609746,0.38564459890795627,0.3594772422899657,0.026046834585716605,0.05221419120370718
MAFK,ENSG00000198517,chr7,1520701,1553043,280,0.36840709266033167,0.25065683231321334,0.2738069351529134,0.38805905606798874,0.229150971277795,0.21406454447581436,0.25970749683463357,0.07449368810980062,0.028850735750981404
TMEM184A,ENSG00000164855,chr7,1532234,1570821,327,0.44824554565778596,0.35368393924297425,0.29736554326046427,0.47688658023876773,0.2960952161170663,0.33910014943805367,0.3666557146062559,0.09736648727140929,0.06981092210320705
PSMG3,ENSG00000157778,chr7,1557331,1581005,153,0.49508741573541865,0.5757111739352088,0.5162730024029547,0.4658430918894053,0.5042505455597136,0.4072381206545244,0.3913609489109423,0.45010274145363494,0.46597991319721704
ELFN1,ENSG00000225968,chr7,1678118,1757954,546,0.2954718407353661,0.3253485743625081,0.29984385977892997,0.30811178106502224,0.3074680919966327,0.1936670972387949,0.19724451612834193,0.1998920307175269,0.1963146118279799
MAD1L1,ENSG00000002822,chr7,1805792,2243243,3649,0.4215767947557822,0.47145201017847177,0.4372409656238646,0.4310298106496098,0.4361665026906753,0.3050837089243113,0.3142763114456703,0.33253796504492145,0.3233453625235626
RP11-383A19.1,ENSG00000286192,chr7,1805803,2252215,3742,0.42173794057639813,0.47882135059856556,0.43765808635785175,0.4311693630543545,0.44069035180508553,0.3118726475586293,0.31739145579085126,0.3397897513222492,0.3342709430900273
MRM2,ENSG00000122687,chr7,2224194,2252205,211,0.3822024539669593,0.530995662656229,0.44023879869647065,0.39960751931537014,0.41792784110489334,0.32924636034002563,0.3630770555374584,0.4278969021708532,0.3940662069734203
NUDT1,ENSG00000106268,chr7,2232225,2261146,199,0.3972496769873712,0.5913308473704515,0.5447376276195081,0.4314447474678133,0.5612607872583444,0.3071101052288478,0.31782802885093697,0.5877392628371818,0.5770213392150927
SNX8,ENSG00000106266,chr7,2241769,2364318,787,0.4200582465113584,0.5604951579350275,0.4775896594756839,0.43033433460094234,0.4652976212238522,0.3588161216294087,0.37938359932334054,0.46329042307550655,0.4427229453815747
EIF3B,ENSG00000106263,chr7,2344085,2390745,389,0.4020071216680327,0.3415398751337757,0.28111811642580686,0.4062120079884451,0.3224359562085298,0.30098476742956504,0.27491652607282524,0.11686654669593888,0.14293478805267873
CHST12,ENSG00000136213,chr7,2393587,2458484,410,0.3938059406477659,0.43145105749956825,0.3978811104273422,0.3720198615029495,0.366981071644284,0.2789613154703981,0.286329831924426,0.2857065634367009,0.27833804698267306
GRIFIN,ENSG00000275572,chr7,2464843,2486894,164,0.48409527703315103,0.5749298062704854,0.5142212698654128,0.3900367255535428,0.49790972999502153,0.3976660456980588,0.33044106835122283,0.45783491628085116,0.5250598936276871
LFNG,ENSG00000106003,chr7,2502528,2539177,246,0.32075583842481,0.3042368561422181,0.2890951057956679,0.33734655027031063,0.29463203124563475,0.20415199583781052,0.21260672099290598,0.15859399127784657,0.15013926612275105
BRAT1,ENSG00000106009,chr7,2527809,2565694,254,0.29864057912665926,0.2936906067126754,0.18577564372333544,0.23743887872713734,0.1629289116076321,0.24845868589712108,0.22046411915168235,0.09924321747027656,0.12723778421571533
IQCE,ENSG00000106012,chr7,2548971,2624733,797,0.3710582558754383,0.5418472476222888,0.4518430967094167,0.34554821783031203,0.4403223672255585,0.3215377800403411,0.3120578404118376,0.45901484995784936,0.4684947895863529
TTYH3,ENSG00000136295,chr7,2621985,2674802,437,0.3678730753720211,0.4409975621636013,0.31827923063964914,0.3931171399275434,0.2766187083692705,0.3285656927964923,0.37860105577720315,0.2530357519731522,0.2030003889924413
AMZ1,ENSG00000174945,chr7,2669521,2785500,1143,0.38602673646102487,0.44924429424637896,0.37390352774432667,0.37882426923134566,0.3761361692029824,0.30800850958499193,0.30039101792831213,0.2884554237980962,0.296072915454776
GNA12,ENSG00000146535,chr7,2718104,2854308,1227,0.33849539308225923,0.4329844641861864,0.36087145405646914,0.3538353849408771,0.35557999081311775,0.2664786146155866,0.28233249195596744,0.3008899609898096,0.2850360836494289
CARD11,ENSG00000198286,chr7,2896141,3053867,1380,0.328998308054583,0.446360920484503,0.4146010997670671,0.30667141400954356,0.41445840563897696,0.22738206132997968,0.2111377349764303,0.3638602242298049,0.38010455058335424
SDK1,ENSG00000146555,chr7,3291251,4279000,10091,0.3569076679129055,0.4975631651739357,0.44427348843575887,0.3406185894398085,0.42285793030941565,0.27113666331922026,0.2775358337482033,0.4171486854695021,0.41074951504051904
FOXK1,ENSG00000164916,chr7,4672294,4781442,892,0.32512454552279335,0.5308410969249346,0.5104759779686735,0.31452741952459745,0.49658730432336806,0.21785956441344811,0.22405777936930477,0.5389541909796208,0.5327559760237641
AP5Z1,ENSG00000242802,chr7,4765614,4804397,458,0.2574464404480187,0.1973646250860496,0.15305922971560953,0.2657012080907769,0.2199070001722219,0.17569525397604552,0.1401759353097416,0.044159492747170515,0.07967881141347441
RADIL,ENSG00000157927,chr7,4787054,4893716,991,0.2534123352196887,0.413190326179336,0.33504444477722,0.2675089081562412,0.4632837939100534,0.2086309534072404,0.11103652107580048,0.3244237937216716,0.42201822605311157
PAPOLB,ENSG00000218823,chr7,4847737,4872030,240,0.2539908867564551,0.43696506384525363,0.3458416128706352,0.24769957361429581,0.2621643834101858,0.22151264361219045,0.2774994549531563,0.3529009555946703,0.29691414425370444
MMD2,ENSG00000136297,chr7,4895988,4969213,528,0.4473731597729989,0.5132467203609545,0.3989607874890608,0.41596167579291154,0.3507278263506854,0.4019875463280785,0.41294164763892127,0.31801035059384664,0.3070562492830039
RBAK-RBAKDN,ENSG00000272968,chr7,4973717,5083221,758,0.34208003525494496,0.37300567141451674,0.2850998461974644,0.2826154422245907,0.2469750684052109,0.27493869090920836,0.2576520405227566,0.1918790927991256,0.20916574318557732
RBAK,ENSG00000146587,chr7,5035820,5079487,283,0.2424855803308466,0.2592222935890005,0.22973827919435005,0.18957391519791947,0.23056134862704214,0.1583712356086975,0.12407788742465545,0.1416834544319372,0.17597680261597926
WIPI2,ENSG00000157954,chr7,5180195,5243840,528,0.4250933447927963,0.5095915496812939,0.46313493598539635,0.49270450035347607,0.4918841142729476,0.32202787983550435,0.357066266376861,0.3904887831912275,0.3554503966498707
SLC29A4,ENSG00000164638,chr7,5264368,5316912,0,,,,,,,,,
TNRC18,ENSG00000182095,chr7,5296789,5435414,494,0.4590397271597306,0.36429561379925063,0.3246553585510814,0.39880029808400913,0.3380018519174909,0.3374494612198058,0.2746786108389513,0.11557216404709181,0.1783430144279462
FBXL18,ENSG00000155034,chr7,5421334,5523809,811,0.5014559664842193,0.4702934532406054,0.4222658493110244,0.5513625514716207,0.46794752882943436,0.3914270047834598,0.4029795641842599,0.2440051063524853,0.23245254695168527
ACTB,ENSG00000075624,chr7,5516408,5573902,390,0.2898254088598112,0.3751070918610185,0.2561193325172967,0.2942184894667468,0.27823180053188873,0.25827238844236855,0.2462866552251358,0.211902602462567,0.2238883356797997
FSCN1,ENSG00000075618,chr7,5582815,5616655,261,0.3269136635597284,0.3587205459004158,0.3005405165885563,0.27991932870345193,0.2868835274005741,0.24136210704321007,0.21728573239223764,0.20292784418976467,0.22700421884073702
RNF216,ENSG00000011275,chr7,5610046,5791696,1072,0.48179839117655227,0.45400252784816886,0.47793638551545076,0.5379033064107043,0.5017838153789814,0.30628300376567935,0.34020042941650386,0.29885792924082105,0.2649405035899966
OCM,ENSG00000122543,chr7,5869826,5896363,73,0.4954110863569271,0.5456441539578796,0.5222366026688962,0.38161017008026743,0.5195500877952132,0.36712307300008956,0.26823925837204693,0.4217515130980686,0.5206353277261111
CCZ1,ENSG00000122674,chr7,5888724,5936550,44,0.41835746834804755,0.5475146141276671,0.3736207041539674,0.4513495666228618,0.27021852650806605,0.43354992602733866,0.5391417226958092,0.35944988675109196,0.2538580900826214
RSPH10B,ENSG00000155026,chr7,5915549,5980683,0,,,,,,,,,
PMS2,ENSG00000122512,chr7,5960924,6019106,0,,,,,,,,,
AIMP2,ENSG00000106305,chr7,5999254,6033834,0,,,,,,,,,
EIF2AK1,ENSG00000086232,chr7,6012246,6069175,0,,,,,,,,,
ANKRD61,ENSG00000157999,chr7,6021375,6046552,0,,,,,,,,,
USP42,ENSG00000106346,chr7,6094883,6171564,250,0.28138895428792754,0.43949464323380716,0.3692557965930418,0.2584663522633741,0.3275381427224288,0.2242483155782455,0.2405706664894628,0.3546681638165737,0.33834581290535637
