gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
GOLGA6L6,ENSG00000277322,chr15,20521855,20551800,0,,,,,,,,,
POTEB2,ENSG00000230031,chr15,20825371,20876314,0,,,,,,,,,
POTEB3,ENSG00000278522,chr15,21395400,21450499,0,,,,,,,,,
LINC02203,ENSG00000280709,chr15,21542794,21663276,0,,,,,,,,,
OR4M2B,ENSG00000182974,chr15,21627908,21648992,0,,,,,,,,,
OR4N4C,ENSG00000279408,chr15,21641843,21662968,0,,,,,,,,,
POTEB,ENSG00000233917,chr15,21836328,21887735,0,,,,,,,,,
RP11-69H14.10,ENSG00000285472,chr15,22005232,22105857,0,,,,,,,,,
OR4M2,ENSG00000274102,chr15,22060240,22093221,0,,,,,,,,,
OR4N4,ENSG00000183706,chr15,22084521,22105472,0,,,,,,,,,
GOLGA6L22,ENSG00000277865,chr15,22448902,22479230,0,,,,,,,,,
NIPA1,ENSG00000170113,chr15,22763062,22839789,350,0.4813764460159426,0.4358690888967442,0.3661446738714298,0.4365916933634427,0.2878052828946937,0.38655569411358676,0.40340784826955123,0.18591324841908213,0.16906109426311777
NIPA2,ENSG00000140157,chr15,22828643,22879362,351,0.4123438874525321,0.34444180975451,0.32838261835019444,0.40281438750812043,0.3123532403458397,0.27790753951653024,0.281657754497186,0.14436066789754753,0.14061045291689173
CYFIP1,ENSG00000273749,chr15,22857051,22991063,1004,0.39374555831754,0.4603993229471277,0.4456030359156713,0.36246485009467605,0.45886058608031977,0.2637535515146116,0.2264967148284468,0.3531723484036661,0.39042918508983077
TUBGCP5,ENSG00000275835,chr15,22973191,23049572,303,0.17982089993019146,0.1645898701262742,0.18774077059246955,0.20735561905290312,0.19147433911435138,0.0850646536695875,0.09983512264634072,0.09476784754644613,0.07999737856969294
GOLGA6L1,ENSG00000273976,chr15,23117065,23146822,0,,,,,,,,,
GOLGA8S,ENSG00000261739,chr15,23344747,23377231,0,,,,,,,,,
GOLGA6L2,ENSG00000174450,chr15,23429037,23457243,0,,,,,,,,,
MKRN3,ENSG00000179455,chr15,23555673,23640075,558,0.5536577716917314,0.6850932502295018,0.6883361041037137,0.5432896262397987,0.7244892937503685,0.39815904052311735,0.3250278854586308,0.7573196759342584,0.830450830998745
MAGEL2,ENSG00000254585,chr15,23633548,23657867,162,0.5308883777212099,0.3982820557155874,0.37685980063742275,0.4056956467463595,0.3077291765180924,0.3959486332047325,0.33027607483467236,0.11201784135258619,0.17769039972264628
NDN,ENSG00000182636,chr15,23675399,23697305,107,0.4783292835958908,0.5312782366484728,0.4625353659613433,0.4641834278397659,0.5085142596720539,0.39378616252202225,0.3356934909607712,0.3639597791732953,0.4220524507345463
NPAP1,ENSG00000185823,chr15,24665774,24693393,0,,,,,,,,,
SNRPN,ENSG00000128739,chr15,24813636,24988723,480,0.4139091892721483,0.5132223802201644,0.3711059210970487,0.369568290693959,0.4533108269138072,0.3952179974499902,0.2887117285461134,0.32472989563372145,0.4312361645375984
SNURF,ENSG00000273173,chr15,24944985,24987850,261,0.40120695225172853,0.4449144336701596,0.489845376497525,0.3513708417182066,0.4572913899428758,0.2142154122432386,0.20517220056702296,0.37441759130870705,0.38346080298492263
RP11-701H24.9,ENSG00000214265,chr15,24945033,25010276,412,0.3452231042929966,0.38469568655194647,0.4060507075413995,0.3437900082058119,0.3924049528617373,0.19406885202994012,0.20433304347614345,0.29156946291331876,0.2813052714671155
