gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
DEFB125,ENSG00000178591,chr20,77249,107094,41,0.5392860781040872,0.40664265392947563,0.4485688060394036,0.5216660748871504,0.41526300098753466,0.3508491165330256,0.36140577469422225,0.1711093377446371,0.16055267958344038
DEFB126,ENSG00000125788,chr20,132589,155751,129,0.46228087505135335,0.7845358785893753,0.7383317135473784,0.44292369119416,0.7045430403033578,0.4073510706924405,0.45039090842554586,1.127609802580788,1.0845699648476823
DEFB127,ENSG00000088782,chr20,147453,169163,182,0.46456897602299196,0.8021734875415799,0.7480475360874876,0.49754600759006046,0.7492402541187025,0.43326659585187854,0.4626780233713037,1.1870982362280085,1.1576868087085834
DEFB128,ENSG00000185982,chr20,177852,199711,14,0.1919141948220146,0.5963792048929665,0.6471837890837782,0.11971044644867936,0.592553600245908,0.0392792463774152,0.06846898299251397,0.8680002214014626,0.8388104847863638
DEFB129,ENSG00000125903,chr20,217257,239886,191,0.28405267754724606,0.3880033632664042,0.39883215892127644,0.30821689051000356,0.42442804415201585,0.1581480324929717,0.15356013167452842,0.3328804595252799,0.3374683603437233
DEFB132,ENSG00000186458,chr20,247723,271096,229,0.3393586082020962,0.7476888198751054,0.6722363257028638,0.39847624797830444,0.616632011224982,0.3380868930609007,0.4633107114901095,1.0390052184343888,0.91378140000518
C20orf96,ENSG00000196476,chr20,260862,300778,375,0.3208979729320995,0.5180396596244703,0.4256579294064738,0.30221632152066935,0.3676737414002903,0.2811736166322988,0.315694902046128,0.4487198330631053,0.4141985476492762
ZCCHC3,ENSG00000247315,chr20,287569,310321,180,0.41551641634232567,0.5717489268182472,0.4365220558601187,0.47213714027190107,0.44860317985497566,0.4057225666507551,0.4458319264514789,0.4423230691600583,0.4022137093593347
SOX12,ENSG00000177732,chr20,315551,340224,169,0.19465304898529837,0.3368211712136946,0.24494832046309784,0.2760537768672187,0.23350469903461235,0.17311180774890225,0.2339110270442367,0.23759879074089535,0.17679957144556097
NRSN2,ENSG00000125841,chr20,336781,369660,81,0.21371588048387244,0.6686308223298819,0.5999588806014176,0.24628004143711332,0.7112039883733228,0.2143856613694285,0.07261094511542454,0.890136523372534,1.0319112396265377
TRIB3,ENSG00000101255,chr20,352834,407559,106,0.4309244044689675,0.47381962232377905,0.3943375791198636,0.4307567342123125,0.505844417573559,0.35221034458354056,0.250326869288156,0.28990085710683294,0.3917843324022175
RBCK1,ENSG00000125826,chr20,397497,442139,332,0.32151638944108524,0.4579010450577183,0.4400465589524504,0.42613104910082533,0.42607558578246646,0.2101500181095547,0.30620168194920955,0.4021567024032383,0.3061050385635834
TBC1D20,ENSG00000125875,chr20,413595,472566,400,0.3345300110377962,0.5048607028150293,0.38734720474216644,0.3953606339450306,0.465353442807809,0.3101104895781367,0.28994492211382505,0.3928056579687561,0.4129712254330678
CSNK2A1,ENSG00000101266,chr20,462497,553835,491,0.4186768247447232,0.43203983094003556,0.4032810579874192,0.3636329776861144,0.4401908762997973,0.2959216821824009,0.21876219335074398,0.26978230543187887,0.3469417942635358
TCF15,ENSG00000125878,chr20,594256,620309,171,0.4382693150583795,0.5954961838405385,0.5250255544803359,0.4004329887909229,0.4790156319379698,0.3686662925992929,0.3823031995652035,0.5364278156656073,0.5227909086996968
