gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
TUBB8B,ENSG00000173213,chr18,37389,59557,0,,,,,,,,,
USP14,ENSG00000101557,chr18,148382,224629,394,0.34729666896530803,0.48364808081998845,0.42573757300880694,0.33573516254820646,0.42091577286249426,0.26646525233699436,0.2618668737587669,0.39450147971462823,0.39909985829285566
THOC1,ENSG00000079134,chr18,204519,278050,354,0.2896421877579997,0.42545770968815816,0.39032638026551464,0.26171396607970976,0.3953590904810418,0.20066826619554826,0.1772424932535242,0.3535133058278516,0.37693907876987565
COLEC12,ENSG00000158270,chr18,306736,510722,1656,0.4509591259826978,0.4862593281602456,0.4814432816636022,0.407983336485709,0.4448557306620145,0.3044565953980991,0.3008649563715826,0.36158007494134514,0.36517171396786163
CETN1,ENSG00000177143,chr18,570379,592114,177,0.33088337775763604,0.4408159265715326,0.3495699774087871,0.3299025340754392,0.37502120428949703,0.27647595932874036,0.2557855592124981,0.30480061013282905,0.32549101024907123
CLUL1,ENSG00000079101,chr18,586987,660334,579,0.4865798150567763,0.4650923934800745,0.5375783134901528,0.4204334494811302,0.44686303578553493,0.26052193868377793,0.28949319668960094,0.36513930640998254,0.33616804840415954
TYMS,ENSG00000176890,chr18,647652,683578,248,0.332806770923634,0.36608376804066955,0.22419497696331323,0.275096294537359,0.2131687523514872,0.30332999321715637,0.2689067170608678,0.15250846630430914,0.18693174246059774
ENOSF1,ENSG00000132199,chr18,660317,722662,437,0.3342058993461561,0.3509520347448817,0.27835399255800847,0.2694553295660621,0.2619341750103174,0.25640145915023277,0.22124564658502824,0.1758471994564184,0.21100301202162292
YES1,ENSG00000176105,chr18,711587,822546,784,0.40262862072489475,0.46473146267262394,0.365899948416521,0.365937429392465,0.32769790140571786,0.34232723765971873,0.34177343434645246,0.28265948142594416,0.2832132847392104
ADCYAP1,ENSG00000141433,chr18,894870,922172,226,0.4637742857235792,0.46067217190874604,0.41922963516621603,0.4546133929406576,0.4785768801618152,0.3486159669489891,0.286249303005193,0.26881571062950227,0.3311823745732984
METTL4,ENSG00000101574,chr18,2527524,2581509,442,0.5514622223814235,0.5083117667569964,0.4479523894348746,0.5140017682131289,0.45122128286596797,0.45877591010575547,0.4157003724736269,0.25113452550951987,0.29421006314164844
NDC80,ENSG00000080986,chr18,2561556,2626635,418,0.504752991032688,0.5273478748127564,0.4885641878195237,0.4242396710012637,0.4553134383523076,0.3907805339055534,0.3469573300796673,0.35861509189192287,0.40243829571780887
SMCHD1,ENSG00000101596,chr18,2645725,2815017,1083,0.3864324315856041,0.5107302178465514,0.443346576623926,0.40084347724203073,0.49968020428882914,0.3087468359797552,0.26728292726559305,0.40609440391367246,0.4475583126278346
EMILIN2,ENSG00000132205,chr18,2837005,2926003,659,0.36556958926912914,0.5451810565971453,0.45688954095145073,0.35058529438547176,0.4926928779295606,0.3162204916699333,0.2704504725587541,0.47163537414217993,0.5174053932533591
LPIN2,ENSG00000101577,chr18,2906993,3023144,744,0.48856641174872345,0.6362516998436196,0.5912116135316092,0.542691387941156,0.6477030467567485,0.3936365117735328,0.37520455392333185,0.6176566218434283,0.6360885796936293
MYOM1,ENSG00000101605,chr18,3056806,3229968,1362,0.4004869655803822,0.5227511275664465,0.4798475868677956,0.43354702458036615,0.45062827583172405,0.2988606667180606,0.3545492082725754,0.44085651229369033,0.3851679707391755
MYL12A,ENSG00000101608,chr18,3237480,3266236,272,0.4433442743961291,0.6098382426070998,0.46524677764837863,0.5364176864719415,0.525525334079159,0.4505261376021941,0.4822090641847365,0.4906677257005615,0.45898479911801915
MYL12B,ENSG00000118680,chr18,3251478,3288461,354,0.6428226002058016,0.5625309649357475,0.517482664548542,0.6529134984070228,0.508338803212109,0.5637668123339974,0.5874825872708378,0.26298254035127444,0.23926676541443404
TGIF1,ENSG00000177426,chr18,3401607,3469978,460,0.3981533408409869,0.5042332685192213,0.5033482464999633,0.406532541800755,0.48242482490353816,0.25476807588486095,0.2824110802881373,0.4468816864317274,0.4192386820284511
