gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
WASHC1,ENSG00000181404,chr9,4474,83865,0,,,,,,,,,
FOXD4,ENSG00000170122,chr9,106230,128417,0,,,,,,,,,
CBWD1,ENSG00000172785,chr9,111037,189147,0,,,,,,,,,
DOCK8,ENSG00000107099,chr9,204853,475259,2615,0.3765191477453398,0.7838862604979971,0.7271287261517804,0.4190420640353979,0.7249874961473708,0.352816271592423,0.3920443242245676,1.1791341665272812,1.139906113895137
KANK1,ENSG00000107104,chr9,460290,756106,3161,0.395882288223606,0.6327217629892141,0.590053195199315,0.38300393992939347,0.5975292583830539,0.3069469600371171,0.28719767174766864,0.6946886191386794,0.7144379074281278
DMRT1,ENSG00000137090,chr9,831689,979090,1730,0.4814208222236289,0.7279290187891442,0.6875155964941065,0.5037352547693618,0.697053594814561,0.3975770620419111,0.4040693254066521,0.904115224354425,0.897622960989684
DMRT3,ENSG00000064218,chr9,966654,1001732,283,0.4992439110471002,0.8134732125995534,0.7752571345478579,0.4594776550085651,0.7367643802251536,0.43900910618742683,0.47984698213219235,1.2401713118509767,1.199333435906211
DMRT2,ENSG00000173253,chr9,1039857,1067552,300,0.4175421538144195,0.7207852970792369,0.685326747491065,0.38700624046832577,0.6810040233655572,0.33002611983673413,0.3112989915942558,0.9457481287527362,0.9644752569952145
SMARCA2,ENSG00000080503,chr9,1970289,2203624,2001,0.3196564643841954,0.45760355084012394,0.43434822670856826,0.35803110063987525,0.45630636825344273,0.2135694331032585,0.2228020705175251,0.39818865580827323,0.38895601839400656
VLDLR,ENSG00000147852,chr9,2611181,2670056,526,0.3115523655442256,0.3914029492593861,0.34023662715272734,0.35322358614106597,0.37642839285432755,0.22702043720459208,0.23003091597664824,0.2695784502997748,0.26656797152771866
KCNV2,ENSG00000168263,chr9,2707509,2740037,339,0.273718046925182,0.599655337439427,0.4795865176647804,0.24259125510728446,0.5294181203607486,0.2910573979398041,0.21974817794768559,0.6243720485456872,0.6956812685378058
PUM3,ENSG00000080608,chr9,2710468,2854095,1275,0.35936702135189236,0.3665994129640959,0.40966390020909543,0.38057571739749774,0.4207874275292051,0.18744376835987614,0.19476564766463844,0.26920844971691305,0.2618865704121508
RFX3,ENSG00000080298,chr9,3208296,3536004,2247,0.4204907270278934,0.4036611841474692,0.4072354465861801,0.44039018089284687,0.4003749809654332,0.26978095157345605,0.2930054963718474,0.24716533889451886,0.2239407940961275
GLIS3,ENSG00000107249,chr9,3814126,4358392,5343,0.4806505531507516,0.5047746761566593,0.4533073502718229,0.4836693888367947,0.45305240921926204,0.3770261083613052,0.3801740632077198,0.32571631194057143,0.3225683570941569
SLC1A1,ENSG00000106688,chr9,4480467,4597469,899,0.4136710795649466,0.491877174276189,0.4321941806421874,0.399129258411413,0.4327476072232025,0.32246532043590526,0.3097282901958656,0.35456675727164183,0.36730378751168136
SPATA6L,ENSG00000106686,chr9,4543385,4676674,1160,0.3484973127450051,0.3989887238568551,0.34936304643715715,0.3437978030932591,0.41944486066160896,0.2539059363383077,0.19332869822254495,0.25523564598322557,0.31581288409898833
PLPP6,ENSG00000205808,chr9,4652293,4675258,229,0.37594355132181706,0.362108239835018,0.3143120867062895,0.3371569965867253,0.25755671770946986,0.2718842126810169,0.2814974901679771,0.1777024522631742,0.16808917477621416
CDC37L1,ENSG00000106993,chr9,4669558,4718399,377,0.2943052911293131,0.3255606250972121,0.19431505357182705,0.28900039649344167,0.253260727888134,0.2631917747013095,0.2214588538268387,0.13068171421035396,0.17241463508482485
AK3,ENSG00000147853,chr9,4699555,4752043,542,0.3838748740486649,0.40385692773478127,0.3197975318956773,0.40874501881678854,0.32386759559358713,0.30810750910144674,0.3257080716773018,0.20916707748745128,0.19156651491159626
RCL1,ENSG00000120158,chr9,4782943,4895917,1067,0.3871580897402567,0.441365315918256,0.3825093965661306,0.4763346338985728,0.41431495514700445,0.2949081900410191,0.3470944246349986,0.28735134626963643,0.23516511167565668
JAK2,ENSG00000096968,chr9,4974389,5139948,1112,0.35010901023017993,0.501595380678009,0.396666951941399,0.29845273042578685,0.3905347335951441,0.31100388261560535,0.27781836133703297,0.38533916063368867,0.41852468191226105
