gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
BET1L,ENSG00000177951,chr11,157783,217428,146,0.3950504344295778,0.42601169736885336,0.33698337100369125,0.45081820737880535,0.4053721518428116,0.3234006205064318,0.31732624267145687,0.23174564105516932,0.23782001889014437
SCGB1C1,ENSG00000188076,chr11,183077,204575,68,0.45705628715643776,0.3992342114103613,0.36418965562720473,0.4766218218769554,0.40381120015397537,0.3337223932359028,0.31990161086477126,0.17582773001077334,0.18964851238190494
ODF3,ENSG00000177947,chr11,186760,210261,102,0.4303080567154313,0.4391325707707127,0.3741779192129035,0.44263883051621733,0.43589492538171465,0.3361205316364914,0.2951489003024564,0.24215018128316673,0.2831218126172018
RIC8A,ENSG00000177963,chr11,197707,225113,206,0.3821817787610688,0.39404678377940405,0.36975217865553245,0.4203873911735678,0.4102661892081211,0.26043566614982994,0.2591318996118445,0.24051683069925217,0.24182059723723753
SIRT3,ENSG00000142082,chr11,205029,246931,338,0.5073656498757044,0.43674875578137423,0.34970315405040814,0.46308863183122634,0.352094433728664,0.42584560992413834,0.3809707072107348,0.1481838807491931,0.19305878346259664
PSMD13,ENSG00000185627,chr11,226965,262984,315,0.5641128125796021,0.4625350096806607,0.3897994689131033,0.5104539578728388,0.32415165217617364,0.4786479163010261,0.4716909258384574,0.14224373909022425,0.14920072955279307
NLRP6,ENSG00000174885,chr11,268406,295388,196,0.383371792655683,0.5215893898294844,0.4849920450957007,0.43562035222602696,0.4889975415043784,0.27860099205570954,0.3189665700419881,0.45868490608586954,0.4183193280995909
PGGHG,ENSG00000142102,chr11,279125,306107,218,0.4071912445032088,0.5222235088204805,0.4255592962653674,0.46287676589871435,0.489908837266321,0.35356864109363767,0.3434870766599735,0.38504360642676644,0.3951251708604304
IFITM5,ENSG00000206013,chr11,288199,309526,184,0.43162121847483803,0.5600161828286765,0.4517589259144966,0.36532998932329636,0.4880317523852368,0.39247218649236015,0.30308737152429116,0.4285451454099227,0.5179299603779917
IFITM2,ENSG00000185201,chr11,293654,319397,189,0.47388488407717266,0.6348411263877367,0.5285727880740005,0.37749263001737826,0.5141310223618953,0.4488337120879488,0.3798031382748975,0.5585890378436934,0.6276196116567446
RP11-326C3.17,ENSG00000288681,chr11,298407,325272,152,0.534657310198553,0.607494779509606,0.6258964800261531,0.41987001105024896,0.5466800364174491,0.35848194512460746,0.3442757207284843,0.57672349611105,0.5909297205071731
IFITM1,ENSG00000185885,chr11,300040,325272,134,0.5540622768127201,0.693231600515916,0.5943331137318967,0.49036006754261574,0.5714434914520408,0.5435076263323202,0.5041901790947405,0.6381545888394418,0.6774720360770213
IFITM3,ENSG00000142089,chr11,309675,339475,147,0.5134142541061959,0.5898389973686223,0.5208635200451576,0.405055454636738,0.4493203531758776,0.4378889270183821,0.40694527186938134,0.4533165800028597,0.4842602351518604
B4GALNT4,ENSG00000182272,chr11,359498,392117,106,0.4112862080035702,0.40306714531184507,0.3584533048925074,0.2683684421984127,0.2893903580949586,0.30094623569381806,0.24339842219595886,0.21500440743019839,0.27255222092805753
