gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
PLEKHG4B,ENSG00000153404,chr5,82150,199972,424,0.32789704324397034,0.34350491993549004,0.2986240382412745,0.37790364852683017,0.3214660113245874,0.2317363032642742,0.253839832338338,0.18910377619272042,0.16700024711865663
LRRC14B,ENSG00000185028,chr5,181494,206334,253,0.33313470404181905,0.3041034945539793,0.2750594910820275,0.37484209843895555,0.34160782941478723,0.22302792658227175,0.20717541308270426,0.1395264021940581,0.1553789156936256
CCDC127,ENSG00000164366,chr5,186867,228153,290,0.36777694739501277,0.3966948448804267,0.3147728887066479,0.3729080877339931,0.37055990367248637,0.2929201090648782,0.25453485825740485,0.21241203963787503,0.2507972904453484
SDHA,ENSG00000073578,chr5,208240,267082,75,0.41554230927251323,0.3415980957612378,0.21632539780436663,0.38975915465698835,0.25664624354140475,0.35562461524721206,0.30762904009625325,0.06231512215455509,0.1103106973055139
CTD-2546F11.1,ENSG00000286001,chr5,208297,324955,230,0.4370031342049547,0.28102153253597256,0.21426918057402,0.4339222791596893,0.23280801131179224,0.3316320366503728,0.3169647830485429,0.0,0.012959086555254073
PDCD6,ENSG00000249915,chr5,261620,324974,155,0.4689260537246214,0.23281248495993961,0.1822204872033939,0.42233003629834964,0.18480334237851584,0.34835775744852016,0.30472535112393284,0.0,0.0
PDCD6-AHRR,ENSG00000288622,chr5,261669,448291,774,0.41710493469213106,0.34105058218945494,0.34999814103789495,0.4043059652044118,0.31171061620011653,0.2630382734880744,0.2807953490395542,0.15407022991537478,0.13631315436389502
AHRR,ENSG00000063438,chr5,311713,448291,689,0.4092628886777312,0.33799564157833517,0.39561789116809043,0.4094196552738023,0.3563244774510049,0.2176593347132807,0.2492861014642993,0.1948238046349937,0.1631970378839751
EXOC3,ENSG00000180104,chr5,433174,481937,263,0.4461040834414548,0.5226396016283197,0.5097380818075101,0.4146083237804564,0.411144913575394,0.30872325180450677,0.37269124309434876,0.43076026943323126,0.3667922781433894
SLC9A3,ENSG00000066230,chr5,460455,534449,488,0.41197208030115345,0.4794765643769377,0.4812846926212235,0.41444799244563685,0.3952459710128981,0.2637505647211512,0.342593586728145,0.38916980200715096,0.3103267800001572
CEP72,ENSG00000112877,chr5,602339,677168,192,0.3780207068914083,0.5330299169616736,0.4802821563576295,0.4603233857644236,0.4570908815541734,0.29093466997455875,0.38373096216066394,0.4705554154071714,0.37775912322106614
TPPP,ENSG00000171368,chr5,649861,703352,0,,,,,,,,,
ZDHHC11B,ENSG00000206077,chr5,700354,794729,0,,,,,,,,,
ZDHHC11,ENSG00000188818,chr5,785605,860986,0,,,,,,,,,
BRD9,ENSG00000028310,chr5,840290,902801,178,0.0565241011460679,0.024130526825137607,0.059619191182313486,0.06374469415673246,0.07418164758066234,0.01057026346332517,0.0066081438927963684,0.013856174550408246,0.017818294120937044
TRIP13,ENSG00000071539,chr5,882883,929357,280,0.1699799349230715,0.06906880610110011,0.061021485873967635,0.149321095061433,0.0655316323381033,0.09745631601221713,0.08275647224508945,0.0,0.0
NKD2,ENSG00000145506,chr5,998801,1048943,279,0.5398277541351904,0.599396616528023,0.6304996494978058,0.46475625733463305,0.6115810252648186,0.3476671159103562,0.2970728808397196,0.5671162938648042,0.6177105289354408
