gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
OR4F21,ENSG00000176269,chr8,156085,177024,0,,,,,,,,,
ZNF596,ENSG00000172748,chr8,222136,274703,0,,,,,,,,,
FBXO25,ENSG00000147364,chr8,396427,487967,546,0.25069059890504175,0.22194853586849816,0.14958719597989015,0.23983526451517134,0.136354156792113,0.18876625365469407,0.18929511089471032,0.062196354067535264,0.061667496827518986
TDRP,ENSG00000180190,chr8,479802,555781,948,0.42572063925584497,0.38926517555317164,0.28604392567358805,0.4155672849237502,0.26142648062600266,0.3553989436695319,0.36358570347149066,0.13769347288938705,0.12950671308742828
ERICH1,ENSG00000104714,chr8,604745,748106,1304,0.46372423324517786,0.5325426098695787,0.4418336725633143,0.4257066818035038,0.43836846331408774,0.4002277776707361,0.3690764058025164,0.36021930084258647,0.3913706727108061
DLGAP2,ENSG00000198010,chr8,727627,1718476,9298,0.373198128842086,0.4435552719478608,0.3690592688312944,0.3673086061996568,0.371033796175352,0.2963844339200235,0.2901410926934612,0.28980299994016323,0.2960463411667254
CLN8,ENSG00000182372,chr8,1745777,1811711,637,0.5421286628708566,0.49440982099399705,0.48909764655254634,0.5786416944660924,0.4671105954477093,0.39580956111168375,0.45842960675637573,0.2862192996607921,0.22359925401610015
KBTBD11-OT1,ENSG00000283239,chr8,1753887,1968627,1715,0.40510817215810085,0.5355899339463176,0.4368174239989892,0.4002658496726417,0.4788801350716511,0.3561058168967854,0.31324048104626817,0.41088153710099695,0.4537468729515141
ARHGEF10,ENSG00000104728,chr8,1813925,1968641,1157,0.32694983432904967,0.4713549250929116,0.4173774201508663,0.30755547824502,0.4252649227775125,0.24657887088804864,0.22555954285170493,0.39085913731743277,0.41187846535377637
KBTBD11,ENSG00000176595,chr8,1963676,2016936,554,0.5480675658239712,0.8139865474956283,0.764974754758237,0.49550747335682993,0.6988771409277841,0.5140482653898698,0.5829508037232851,1.1678880172020927,1.0989854788686775
MYOM2,ENSG00000036448,chr8,2035045,2175552,0,,,,,,,,,
CSMD1,ENSG00000183117,chr8,2925352,5004972,36120,0.42607946574610617,0.47048310993651254,0.4374815720829895,0.4246041640119811,0.43883452618637947,0.30786158296331345,0.30537391310573986,0.32792863334919925,0.33041630320677284
