gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
OR11H12,ENSG00000257115,chr14,18591116,18612097,0,,,,,,,,,
POTEM,ENSG00000222036,chr14,18957433,19013752,0,,,,,,,,,
POTEG,ENSG00000187537,chr14,19392485,19444341,0,,,,,,,,,
OR11H2,ENSG00000258453,chr14,19702903,19724332,0,,,,,,,,,
OR4N2,ENSG00000176294,chr14,19709014,19840253,0,,,,,,,,,
OR4Q3,ENSG00000182652,chr14,19733570,19759469,0,,,,,,,,,
OR4M1,ENSG00000176299,chr14,19763503,19793696,0,,,,,,,,,
OR4K2,ENSG00000165762,chr14,19865141,19893932,0,,,,,,,,,
OR4K5,ENSG00000176281,chr14,19910606,19931578,0,,,,,,,,,
OR4K1,ENSG00000155249,chr14,19920916,19946757,0,,,,,,,,,
OR4K15,ENSG00000169488,chr14,19965590,19986565,0,,,,,,,,,
OR4K14,ENSG00000169484,chr14,20004142,20029307,0,,,,,,,,,
OR4K13,ENSG00000176253,chr14,20019398,20046038,0,,,,,,,,,
OR4L1,ENSG00000176246,chr14,20050044,20070983,0,,,,,,,,,
OR4K17,ENSG00000176230,chr14,20100738,20132199,0,,,,,,,,,
OR4N5,ENSG00000184394,chr14,20128819,20155471,79,0.40067161606651336,0.2151553358645557,0.25989949012893987,0.23664161181284474,0.21551908265871506,0.22662289691699092,0.13478203891658264,0.01564656394582087,0.10748742194622918
OR11G2,ENSG00000196832,chr14,20180895,20211075,250,0.39327363737664534,0.40145466868679536,0.39778573853112514,0.43025874369293654,0.47375748525574307,0.25289421343321,0.21691642748822476,0.2603588018766142,0.29633658782159944
OR11H6,ENSG00000176219,chr14,20213709,20234702,188,0.18711800096699258,0.3692049178782222,0.3348321307640998,0.19946396991151505,0.3480313393742346,0.13011385377374665,0.1277445867612559,0.3306603664057988,0.33302963341828956
OR11H4,ENSG00000176198,chr14,20229285,20254349,111,0.34149945052442543,0.438637893870038,0.49548685789829167,0.45613728410969184,0.46613306606025945,0.15550882490109508,0.27941944111378025,0.42188029130928467,0.29796967509659944
TTC5,ENSG00000136319,chr14,20246557,20315960,342,0.4006609226670132,0.3633602465592546,0.2952947358252439,0.44994567898112153,0.3799771941942221,0.30675172984244614,0.2856452708338041,0.14479958974321355,0.1659060487518556
CCNB1IP1,ENSG00000100814,chr14,20301367,20343312,228,0.3885346358465163,0.3915781899061262,0.2700399879459341,0.29827341035743704,0.2817185129952812,0.33700915643273854,0.2601022758213756,0.1598777145262659,0.2367845951376289
PARP2,ENSG00000129484,chr14,20333614,20367904,255,0.35814424223504604,0.36652742874153205,0.23868759811704843,0.41466949763401656,0.2655697067386466,0.3136093819085307,0.34172850787133857,0.14292919539503668,0.11481006943222882
TEP1,ENSG00000129566,chr14,20355666,20423501,482,0.30098613762815823,0.44084395154947303,0.35889793201112796,0.31599689531974134,0.37981026585481054,0.24742239563143262,0.24169484288149296,0.33390429271150046,0.3396318454614402
KLHL33,ENSG00000185271,chr14,20415851,20446166,254,0.3736799364628785,0.3684486445960587,0.3423698854418718,0.33755539404844426,0.3097140245351951,0.2541785654514185,0.2503725229131667,0.20539745215843136,0.20920349469668323
OSGEP,ENSG00000092094,chr14,20436400,20465089,220,0.32965348779573295,0.3048865763029219,0.2886985148564542,0.3118970014178935,0.23050442348342792,0.21149092787393967,0.2377384589724863,0.15218931929486412,0.1259417881963175
APEX1,ENSG00000100823,chr14,20445190,20467772,140,0.32403819788132504,0.3115421403504305,0.3254526186733401,0.32380544145234574,0.3220236161038198,0.18560325989156343,0.18796639045026922,0.18769790882325096,0.18533477826454517
PIP4P1,ENSG00000165782,chr14,20447680,20471465,137,0.27276742698841294,0.3471016224787762,0.3223255363051432,0.34580086822533124,0.3540221280570302,0.17787724109438824,0.20684362355841707,0.24845654473236756,0.2194901622683387
PNP,ENSG00000198805,chr14,20458953,20487089,193,0.1874902767381658,0.30051969305950543,0.28666379775927353,0.20352829645724974,0.2575517195557126,0.11362129913654856,0.14358962394330843,0.24379633918783034,0.21382801438107046
RNASE10,ENSG00000182545,chr14,20495536,20521169,158,0.5660534927810569,0.8305501991945272,0.6991112355544806,0.5573212232007919,0.7139133602373121,0.7045089641637965,0.6693244297107007,1.070689592301688,1.1058741267547838
RNASE9,ENSG00000188655,chr14,20546092,20570931,186,0.38588275725410504,0.5220938866879434,0.45259905076868107,0.4551216852422603,0.4862187865382753,0.31166832655465976,0.3397880037415067,0.42667265489325795,0.39855297770641107
RP11-14J7.7,ENSG00000259060,chr14,20572891,20619795,436,0.3402435269255799,0.3124602550087976,0.3091153632932925,0.35184177116693555,0.3044114949312873,0.21036885604260622,0.22262952525675725,0.16426678417349547,0.1520061149593445
RNASE11,ENSG00000173464,chr14,20573558,20619884,428,0.3558008420732934,0.29773833131626687,0.3041258423986532,0.3441409145463174,0.30555903336500295,0.21530505160216146,0.2053051986114949,0.13814414539449776,0.14814399838516423
RNASE12,ENSG00000258436,chr14,20580192,20600823,189,0.33972736362491157,0.2657187003296394,0.21086433735073534,0.33451343793244187,0.29118736863900024,0.24357424758705534,0.18596792811657564,0.0652888341413341,0.1228951536118138
OR6S1,ENSG00000181803,chr14,20630695,20651691,202,0.3262883165973596,0.4120217353939023,0.43442512604268946,0.3684136595888888,0.486657757995207,0.1780528683304799,0.16188670134000144,0.35301242839186725,0.36917859538234565
ANG,ENSG00000214274,chr14,20674176,20708971,212,0.3594300733774809,0.4944843317560033,0.4673927811330521,0.36804527574887813,0.41302326449249455,0.24880109116642374,0.3041718394518998,0.4333751542984533,0.3780044060129773
RNASE4,ENSG00000258818,chr14,20674559,20711216,231,0.38834797780376057,0.4890873254058362,0.4693182606485239,0.37355100645519146,0.41889891926255557,0.2647777728000433,0.29820697869519913,0.40677882178711416,0.3733496158919582
RP11-903H12.5,ENSG00000259171,chr14,20674586,20710576,223,0.3732922353634211,0.4965718306016813,0.4604356218012836,0.3580748823622091,0.39231643260806726,0.26829799982475394,0.3157484399949807,0.41801623974144264,0.37056579957121594
EDDM3A,ENSG00000181562,chr14,20735886,20758380,232,0.4325666214136267,0.7462593639926577,0.6331230693726723,0.40214809204517604,0.705150663672596,0.4676728783820734,0.3322820377910545,0.903769773359097,1.039160613950116
EDDM3B,ENSG00000181552,chr14,20758403,20780948,256,0.33185787290550567,0.6839877010491227,0.696618600994272,0.3329161562348651,0.8069560101828097,0.18123199297767922,0.0,0.9707421524443132,1.1959858983932314
RNASE6,ENSG00000169413,chr14,20771267,20792467,207,0.3988684363527366,0.7299214339463841,0.8150186950153188,0.38783708092960417,0.7194982293967521,0.06524166214293914,0.26431197973259024,1.2438007147850962,1.0447303971954451
RNASE1,ENSG00000129538,chr14,20791227,20812855,173,0.4970012127226816,0.526970293189402,0.4643576827235239,0.44478515796400775,0.5223119599628048,0.40573797402463685,0.2990999146417035,0.3428591133413231,0.44949717272425643
RNASE3,ENSG00000169397,chr14,20881384,20902348,28,0.8011095679945709,0.8741412554452617,0.8421746024985433,0.8297026992082628,0.037591100882240096,0.92066516929239,1.902244374732613,1.151929906575253,0.17035070113503015
RNASE2,ENSG00000169385,chr14,20945486,20966436,61,0.34759500239613456,0.4950452532542085,0.47679728444749125,0.39498806945362,0.29739370218822286,0.2312949617387975,0.4164174948754229,0.45199150238760516,0.2668689692509796
METTL17,ENSG00000165792,chr14,20979972,21007035,190,0.35989417908832394,0.41294769824053984,0.37149211312499625,0.3657493499730765,0.39124661982025544,0.25717821592021034,0.24580518335308865,0.2754631471017134,0.2868361796688351
SLC39A2,ENSG00000165794,chr14,20989254,21011871,142,0.46471856846334014,0.4985655708320672,0.42985586148811467,0.4741716807837445,0.29276077422090013,0.37668949207358665,0.4933383177539523,0.31359293747089695,0.19694411179053128
NDRG2,ENSG00000165795,chr14,21006762,21080872,506,0.3833012777396815,0.5274810862815411,0.4677062051613511,0.4214046906472441,0.4414189593464634,0.30124623828299374,0.35723696515244985,0.44843126553271073,0.39244053866325457
TPPP2,ENSG00000179636,chr14,21014108,21046276,239,0.4028498949363166,0.44859294322671056,0.45542223146334454,0.39431191392497045,0.4524556070218298,0.2515621131337114,0.2471801899544654,0.3437198694202567,0.34810179259950275
RNASE13,ENSG00000206150,chr14,21022817,21044807,171,0.33816566431222733,0.4968091090322883,0.39521200382542515,0.2941545554702368,0.44766673876492963,0.2983241883148357,0.22077048888195683,0.3884614876553475,0.46601518708822653
RNASE7,ENSG00000165799,chr14,21032315,21054234,175,0.41057691186356265,0.517750781121526,0.5173322132730162,0.47111796074578255,0.41960138282008336,0.2647393049880799,0.4111219833019386,0.46455494195349306,0.3181722636396344
RNASE8,ENSG00000173431,chr14,21047821,21068455,144,0.4177991264193414,0.5098944755791985,0.37385127568693544,0.5192760343408104,0.37801358759751147,0.39295347248377155,0.4853797865917041,0.3201810826186401,0.22775476851070758
ARHGEF40,ENSG00000165801,chr14,21060272,21100248,233,0.4466543663613418,0.7130129560915275,0.60892410093541,0.522683306212606,0.5703062239174934,0.4506185209584171,0.5716054074502999,0.7976996864591368,0.6767127999672541
ZNF219,ENSG00000165804,chr14,21080076,21114722,199,0.3866807180631278,0.6880823175510754,0.6713108172266518,0.43841815473179024,0.7117884893338396,0.27062144175693015,0.24897653076202253,0.8943945225319021,0.9160394335268096
TMEM253,ENSG00000232070,chr14,21088810,21113724,129,0.4462319467044046,0.7119445768978266,0.6426294564130286,0.46943078999772786,0.5754854963280308,0.4033148170155917,0.5107990681534336,0.8412875590180657,0.7338033078802237
OR5AU1,ENSG00000169327,chr14,21138369,21169060,297,0.3576218839012266,0.5561415449533672,0.4909337489010763,0.43771705503490693,0.46398029731363066,0.28982531676135753,0.3822076487312357,0.5224242455544803,0.4300419135846021
HNRNPC,ENSG00000092199,chr14,21199135,21279494,427,0.3309989743372067,0.346776019009379,0.30398136947604426,0.29180169314758814,0.30435302250715385,0.23271302009221873,0.20397668599065227,0.19312218537716047,0.22185851947872695
RPGRIP1,ENSG00000092200,chr14,21270082,21361301,546,0.44762174829613155,0.5421217579888467,0.37194014681736154,0.38352954167618036,0.3957672951948672,0.4547771983444389,0.3805504854283594,0.3263747790043473,0.4006014919204268
SUPT16H,ENSG00000092201,chr14,21341475,21394019,348,0.8093564949704549,0.8890243432815295,0.8944045121264053,0.7118267920658358,0.8821471294394413,0.8038274171193318,0.6521598408008062,1.3946169934447794,1.5462845697633054
CHD8,ENSG00000100888,chr14,21375193,21466126,451,0.7105585355340621,0.8501244554868027,0.8713090107510322,0.5764100940422567,0.8591091579202601,0.5437055248919334,0.3985848345864027,1.3542445076335468,1.4993651979390776
RAB2B,ENSG00000129472,chr14,21449019,21486960,217,0.6179905878657835,0.6946693626165803,0.7402151057828106,0.4939340558873406,0.6605655726970118,0.40038437190144416,0.3934869154248747,0.7859756606439375,0.792873117120507
TOX4,ENSG00000092203,chr14,21466596,21509175,0,,,,,,,,,
METTL3,ENSG00000165819,chr14,21488132,21521342,0,,,,,,,,,
SALL2,ENSG00000165821,chr14,21511079,21547216,0,,,,,,,,,
OR10G3,ENSG00000169208,chr14,21558519,21590076,232,0.2837046225498039,0.34359179824466923,0.27328004292340463,0.23790616747643464,0.28640549873310284,0.21771050220582477,0.1776088062497455,0.20326192258156706,0.24336361853764635
OR10G2,ENSG00000255582,chr14,21623835,21644940,0,,,,,,,,,
OR4E2,ENSG00000221977,chr14,21643834,21677642,0,,,,,,,,,
OR4E1,ENSG00000276240,chr14,21657885,21683818,0,,,,,,,,,
DAD1,ENSG00000129562,chr14,22554906,22599224,0,,,,,,,,,
ABHD4,ENSG00000100439,chr14,22588236,22623215,85,0.25440315986320144,0.519320597824036,0.4725464546744054,0.23343340057035541,0.4353551042413342,0.19321526251746235,0.21341510143547776,0.5393394921271755,0.5191396532091601
OR6J1,ENSG00000255804,chr14,22620928,22654352,0,,,,,,,,,
OXA1L,ENSG00000155463,chr14,22756521,22783042,183,0.5100209740307254,0.5834733814895133,0.5370365558186914,0.47875910806392313,0.5140323874391017,0.40954521005058553,0.4028672954152561,0.4662596993776468,0.4729376140129761
SLC7A7,ENSG00000155465,chr14,22763221,22839820,566,0.5033098603771521,0.5867872727313622,0.5506390871516279,0.46802687550545324,0.4906639891642974,0.39182637500949996,0.4201538541093774,0.49196636548651723,0.4636388863866398
MRPL52,ENSG00000172590,chr14,22819878,22845037,165,0.4712379009173172,0.6382657796640325,0.5672677699300587,0.47842955781310875,0.5342238521997731,0.4082130263297598,0.45185317127108376,0.6086325084488691,0.5649923635075451
