gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
CH507-9B2.2,ENSG00000279493,chr21,5001798,5027145,0,,,,,,,,,
CH507-9B2.1,ENSG00000277117,chr21,5012492,5050666,0,,,,,,,,,
GATD3B,ENSG00000280071,chr21,5069293,5138413,0,,,,,,,,,
CH507-9B2.4,ENSG00000276612,chr21,5106342,5143805,0,,,,,,,,,
CH507-9B2.5,ENSG00000275464,chr21,5120870,5164658,0,,,,,,,,,
CH507-9B2.9,ENSG00000280433,chr21,5145498,5175472,0,,,,,,,,,
CH507-42P11.1,ENSG00000274559,chr21,5962923,5983383,0,,,,,,,,,
SIK1B,ENSG00000275993,chr21,6101130,6133778,0,,,,,,,,,
CBSL,ENSG00000274276,chr21,6434868,6478040,0,,,,,,,,,
U2AF1L5,ENSG00000275895,chr21,6474622,6509261,0,,,,,,,,,
CRYAA2,ENSG00000276076,chr21,6489202,6574489,0,,,,,,,,,
SMIM11B,ENSG00000273590,chr21,7734961,7787853,0,,,,,,,,,
FAM243B,ENSG00000277277,chr21,7758883,7780591,0,,,,,,,,,
SMIM34B,ENSG00000278961,chr21,7774481,7803954,0,,,,,,,,,
KCNE1B,ENSG00000276289,chr21,7806674,7839926,0,,,,,,,,,
TPTE,ENSG00000274391,chr21,10511552,10616140,0,,,,,,,,,
POTED,ENSG00000166351,chr21,13599776,13655823,0,,,,,,,,,
LIPI,ENSG00000188992,chr21,14098812,14220955,864,0.37301372911769204,0.3821524180891347,0.3186274788543433,0.3311394762680812,0.31394846103554597,0.28234900832072646,0.25344534202904156,0.19916447483439084,0.22806814112607574
RBM11,ENSG00000185272,chr21,14206129,14238372,316,0.26196190814451825,0.21888009911259854,0.1886118762879589,0.2317596665120973,0.19602875849929713,0.1708888471467366,0.1462437497506393,0.07613777151605308,0.10078286891215038
HSPA13,ENSG00000155304,chr21,14361114,14393484,260,0.3100272135309274,0.3852168921489389,0.2579826974558004,0.458155358594264,0.3513085374747439,0.2796030741569142,0.3332318109477158,0.20688266938232766,0.15325393259152603
SAMSN1,ENSG00000155307,chr21,14475227,14668821,1653,0.3979134471079179,0.553606985521245,0.46915713648270474,0.410127601461734,0.47554915200844866,0.34031017896603427,0.34450049404175276,0.4662453376405389,0.4620550225648205
